groupId,group_size,num_items,strategy,gold_label,mistral,phi
764,2,50,ADD,"['item_33', 'item_44', 'item_28', 'item_6', 'item_17', 'item_40', 'item_4', 'item_30', 'item_46', 'item_43']","['item_8', 'item_6', 'item_4', 'item_27', 'item_17', 'item_33', 'item_28', 'item_44', 'item_43', 'item_10']","['item_33', 'item_4', 'item_6', 'item_17', 'item_28', 'item_8', 'item_30', 'item_10', 'item_18', 'item_27']"
765,8,50,APP,"['item_13', 'item_28', 'item_5', 'item_2', 'item_50', 'item_27', 'item_38', 'item_35', 'item_41', 'item_33']","['item_37', 'item_41', 'item_38', 'item_40', 'item_46', 'item_49', 'item_42', 'item_45', 'item_43', 'item_44']","['item_32', 'item_38', 'item_31', 'item_33', 'item_35', 'item_39', 'item_41', 'item_45', 'item_36', 'item_37']"
766,2,50,MPL,"['item_1', 'item_21', 'item_34', 'item_33', 'item_10', 'item_43', 'item_24', 'item_48', 'item_16', 'item_17']","['item_10', 'item_24', 'item_35', 'item_48', 'item_21', 'item_16', 'item_9', 'item_23', 'item_17', 'item_4']","['item_1', 'item_10', 'item_16', 'item_21', 'item_24', 'item_2', 'item_7', 'item_13', 'item_14', 'item_17']"
768,8,50,ADD,"['item_19', 'item_25', 'item_28', 'item_4', 'item_37', 'item_32', 'item_48', 'item_13', 'item_26', 'item_35']","['item_48', 'item_49', 'item_50', 'item_37', 'item_46', 'item_41', 'item_42', 'item_43', 'item_40', 'item_47']","['item_37', 'item_48', 'item_35', 'item_33', 'item_34', 'item_43', 'item_47', 'item_45', 'item_36', 'item_40']"
770,4,50,ADD,"['item_46', 'item_17', 'item_33', 'item_26', 'item_16', 'item_13', 'item_22', 'item_41', 'item_30', 'item_14']","['item_6', 'item_17', 'item_33', 'item_48', 'item_20', 'item_14', 'item_39', 'item_50', 'item_47', 'item_10']","['item_9', 'item_6', 'item_3', 'item_4', 'item_2', 'item_5', 'item_8', 'item_10', 'item_46', 'item_43']"
771,2,50,MPL,"['item_9', 'item_43', 'item_3', 'item_37', 'item_39', 'item_27', 'item_4', 'item_44', 'item_5', 'item_6']","['item_27', 'item_35', 'item_10', 'item_49', 'item_38', 'item_26', 'item_32', 'item_40', 'item_37', 'item_50']","['item_3', 'item_4', 'item_5', 'item_6', 'item_9', 'item_27', 'item_13', 'item_25', 'item_1', 'item_2']"
772,4,50,MPL,"['item_1', 'item_22', 'item_42', 'item_33', 'item_45', 'item_31', 'item_30', 'item_48', 'item_26', 'item_25']","['item_25', 'item_17', 'item_30', 'item_48', 'item_9', 'item_26', 'item_11', 'item_33', 'item_43', 'item_38']","['item_1', 'item_6', 'item_8', 'item_15', 'item_17', 'item_22', 'item_23', 'item_24', 'item_25', 'item_26']"
774,2,50,APP,"['item_36', 'item_24', 'item_30', 'item_12', 'item_50', 'item_27', 'item_22', 'item_23', 'item_43', 'item_2']","['item_12', 'item_14', 'item_33', 'item_24', 'item_50', 'item_6', 'item_19', 'item_17', 'item_48', 'item_30']","['item_12', 'item_24', 'item_33', 'item_37', 'item_44', 'item_50', 'item_2', 'item_3', 'item_4', 'item_5']"
775,2,50,ADD,"['item_26', 'item_18', 'item_20', 'item_36', 'item_31', 'item_21', 'item_50', 'item_32', 'item_13', 'item_38']","['item_28', 'item_32', 'item_18', 'item_40', 'item_37', 'item_50', 'item_38', 'item_49', 'item_26', 'item_34']","['item_18', 'item_20', 'item_26', 'item_21', 'item_31', 'item_36', 'item_13', 'item_32', 'item_41', 'item_46']"
776,2,50,ADD,"['item_15', 'item_8', 'item_25', 'item_4', 'item_29', 'item_41', 'item_42', 'item_22', 'item_45', 'item_38']","['item_6', 'item_10', 'item_4', 'item_39', 'item_22', 'item_15', 'item_37', 'item_28', 'item_47', 'item_3']","['item_15', 'item_8', 'item_25', 'item_4', 'item_29', 'item_22', 'item_2', 'item_12', 'item_13', 'item_28']"
777,2,50,ADD,"['item_10', 'item_6', 'item_16', 'item_17', 'item_44', 'item_12', 'item_31', 'item_35', 'item_30', 'item_19']","['item_6', 'item_10', 'item_16', 'item_17', 'item_19', 'item_25', 'item_36', 'item_37', 'item_48', 'item_50']","['item_6', 'item_10', 'item_16', 'item_17', 'item_12', 'item_40', 'item_31', 'item_19', 'item_30', 'item_35']"
778,2,50,ADD,"['item_36', 'item_50', 'item_31', 'item_42', 'item_35', 'item_17', 'item_34', 'item_2', 'item_19', 'item_32']","['item_2', 'item_17', 'item_36', 'item_49', 'item_50', 'item_3', 'item_18', 'item_4', 'item_19', 'item_7']","['item_31', 'item_2', 'item_17', 'item_19', 'item_7', 'item_9', 'item_10', 'item_28', 'item_32', 'item_42']"
779,8,50,ADD,"['item_3', 'item_1', 'item_11', 'item_4', 'item_40', 'item_13', 'item_25', 'item_8', 'item_27', 'item_34']","['item_48', 'item_37', 'item_50', 'item_49', 'item_42', 'item_41', 'item_46', 'item_43', 'item_40', 'item_47']","['item_40', 'item_34', 'item_39', 'item_35', 'item_44', 'item_47', 'item_36', 'item_43', 'item_37', 'item_41']"
781,2,50,APP,"['item_37', 'item_5', 'item_42', 'item_15', 'item_50', 'item_44', 'item_23', 'item_24', 'item_25', 'item_2']","['item_1', 'item_3', 'item_5', 'item_9', 'item_10', 'item_14', 'item_15', 'item_17', 'item_22', 'item_37']","['item_15', 'item_42', 'item_1', 'item_2', 'item_3', 'item_4', 'item_5', 'item_6', 'item_8', 'item_9']"
782,4,50,LMS,"['item_9', 'item_19', 'item_43', 'item_37', 'item_26', 'item_22', 'item_1', 'item_14', 'item_8', 'item_11']","['item_9', 'item_31', 'item_50', 'item_48', 'item_26', 'item_37', 'item_43', 'item_19', 'item_47', 'item_3']","['item_5', 'item_25', 'item_43', 'item_1', 'item_26', 'item_47', 'item_11', 'item_19', 'item_37', 'item_49']"
783,4,50,LMS,"['item_11', 'item_49', 'item_9', 'item_50', 'item_18', 'item_36', 'item_34', 'item_28', 'item_24', 'item_8']","['item_9', 'item_10', 'item_2', 'item_3', 'item_40', 'item_5', 'item_36', 'item_28', 'item_37', 'item_44']","['item_2', 'item_8', 'item_1', 'item_9', 'item_50', 'item_6', 'item_11', 'item_12', 'item_13', 'item_14']"
786,8,50,LMS,"['item_21', 'item_31', 'item_12', 'item_8', 'item_14', 'item_39', 'item_3', 'item_29', 'item_28', 'item_27']","['item_42', 'item_37', 'item_40', 'item_41', 'item_48', 'item_50', 'item_49', 'item_46', 'item_47', 'item_43']","['item_26', 'item_30', 'item_3', 'item_7', 'item_45', 'item_11', 'item_17', 'item_22', 'item_15', 'item_28']"
787,8,50,LMS,"['item_34', 'item_23', 'item_30', 'item_13', 'item_39', 'item_1', 'item_47', 'item_46', 'item_42', 'item_40']","['item_37', 'item_41', 'item_40', 'item_49', 'item_48', 'item_46', 'item_45', 'item_42', 'item_43', 'item_38']","['item_31', 'item_34', 'item_39', 'item_36', 'item_40', 'item_42', 'item_46', 'item_47', 'item_32', 'item_35']"
788,8,50,APP,"['item_46', 'item_16', 'item_1', 'item_11', 'item_48', 'item_38', 'item_23', 'item_18', 'item_50', 'item_8']","['item_37', 'item_46', 'item_40', 'item_41', 'item_48', 'item_49', 'item_50', 'item_39', 'item_42', 'item_43']",[]
789,8,50,ADD,"['item_17', 'item_11', 'item_39', 'item_30', 'item_13', 'item_31', 'item_42', 'item_26', 'item_38', 'item_15']","['item_46', 'item_40', 'item_38', 'item_50', 'item_41', 'item_42', 'item_47', 'item_49', 'item_43', 'item_44']","['item_39', 'item_38', 'item_42', 'item_35', 'item_44', 'item_45', 'item_40', 'item_46', 'item_33', 'item_47']"
790,4,50,LMS,"['item_8', 'item_12', 'item_9', 'item_24', 'item_3', 'item_25', 'item_50', 'item_32', 'item_36', 'item_19']","['item_8', 'item_10', 'item_34', 'item_22', 'item_9', 'item_37', 'item_39', 'item_50', 'item_46', 'item_3']","['item_3', 'item_7', 'item_6', 'item_1', 'item_5', 'item_8', 'item_10', 'item_13', 'item_15', 'item_17']"
791,2,50,LMS,"['item_5', 'item_41', 'item_48', 'item_30', 'item_37', 'item_22', 'item_21', 'item_2', 'item_7', 'item_13']","['item_10', 'item_5', 'item_26', 'item_37', 'item_48', 'item_9', 'item_13', 'item_22', 'item_41', 'item_32']","['item_5', 'item_21', 'item_22', 'item_2', 'item_7', 'item_13', 'item_6', 'item_12', 'item_30', 'item_39']"
792,4,50,ADD,"['item_40', 'item_4', 'item_7', 'item_33', 'item_11', 'item_9', 'item_34', 'item_2', 'item_6', 'item_8']","['item_4', 'item_7', 'item_10', 'item_28', 'item_30', 'item_37', 'item_46', 'item_49', 'item_50', 'item_3']","['item_4', 'item_7', 'item_11', 'item_20', 'item_15', 'item_5', 'item_10', 'item_19', 'item_2', 'item_6']"
793,2,50,ADD,"['item_31', 'item_15', 'item_38', 'item_1', 'item_29', 'item_13', 'item_20', 'item_40', 'item_45', 'item_10']","['item_26', 'item_31', 'item_49', 'item_50', 'item_28', 'item_38', 'item_37', 'item_15', 'item_39', 'item_41']","['item_15', 'item_31', 'item_1', 'item_29', 'item_13', 'item_20', 'item_35', 'item_10', 'item_6', 'item_11']"
794,8,50,APP,"['item_16', 'item_1', 'item_46', 'item_33', 'item_28', 'item_2', 'item_25', 'item_17', 'item_50', 'item_30']","['item_37', 'item_40', 'item_45', 'item_46', 'item_48', 'item_49', 'item_50', 'item_38', 'item_42', 'item_43']","['item_46', 'item_50', 'item_32', 'item_33', 'item_43', 'item_45', 'item_48', 'item_39', 'item_42', 'item_44']"
795,4,50,MPL,"['item_34', 'item_44', 'item_35', 'item_12', 'item_13', 'item_15', 'item_4', 'item_5', 'item_26', 'item_47']","['item_4', 'item_15', 'item_33', 'item_22', 'item_18', 'item_46', 'item_37', 'item_9', 'item_27', 'item_40']","['item_4', 'item_12', 'item_22', 'item_47', 'item_1', 'item_43', 'item_3', 'item_9', 'item_13', 'item_21']"
797,4,50,ADD,"['item_16', 'item_7', 'item_15', 'item_20', 'item_13', 'item_24', 'item_8', 'item_19', 'item_44', 'item_10']","['item_7', 'item_8', 'item_15', 'item_16', 'item_20', 'item_24', 'item_33', 'item_39', 'item_41', 'item_45']","['item_7', 'item_16', 'item_15', 'item_13', 'item_20', 'item_6', 'item_10', 'item_8', 'item_19', 'item_24']"
798,2,50,ADD,"['item_15', 'item_2', 'item_3', 'item_10', 'item_45', 'item_4', 'item_12', 'item_22', 'item_36', 'item_42']","['item_2', 'item_4', 'item_8', 'item_10', 'item_13', 'item_15', 'item_17', 'item_20', 'item_26', 'item_39']","['item_2', 'item_3', 'item_4', 'item_6', 'item_8', 'item_9', 'item_10', 'item_11', 'item_12', 'item_14']"
799,4,50,MPL,"['item_9', 'item_29', 'item_26', 'item_25', 'item_4', 'item_30', 'item_22', 'item_20', 'item_10', 'item_28']","['item_20', 'item_14', 'item_37', 'item_29', 'item_46', 'item_38', 'item_43', 'item_2', 'item_19', 'item_3']","['item_4', 'item_19', 'item_25', 'item_33', 'item_37', 'item_50', 'item_18', 'item_24', 'item_32', 'item_36']"
800,2,50,ADD,"['item_22', 'item_38', 'item_6', 'item_44', 'item_21', 'item_11', 'item_43', 'item_17', 'item_5', 'item_31']","['item_6', 'item_7', 'item_17', 'item_22', 'item_31', 'item_32', 'item_48', 'item_50', 'item_38', 'item_19']","['item_22', 'item_6', 'item_30', 'item_31', 'item_32', 'item_7', 'item_24', 'item_4', 'item_27', 'item_5']"
801,4,50,MPL,"['item_1', 'item_16', 'item_23', 'item_33', 'item_36', 'item_19', 'item_42', 'item_46', 'item_47', 'item_6']","['item_42', 'item_36', 'item_17', 'item_25', 'item_9', 'item_38', 'item_40', 'item_29', 'item_49', 'item_48']","['item_1', 'item_6', 'item_7', 'item_35', 'item_8', 'item_14', 'item_20', 'item_26', 'item_32', 'item_2']"
802,2,50,ADD,"['item_19', 'item_7', 'item_36', 'item_10', 'item_35', 'item_30', 'item_3', 'item_22', 'item_32', 'item_28']","['item_7', 'item_10', 'item_30', 'item_46', 'item_5', 'item_22', 'item_19', 'item_38', 'item_36', 'item_4']","['item_7', 'item_10', 'item_19', 'item_3', 'item_4', 'item_5', 'item_14', 'item_31', 'item_42', 'item_15']"
803,4,50,APP,"['item_27', 'item_12', 'item_50', 'item_4', 'item_5', 'item_2', 'item_28', 'item_31', 'item_22', 'item_24']","['item_12', 'item_5', 'item_37', 'item_48', 'item_26', 'item_19', 'item_27', 'item_40', 'item_31', 'item_46']","['item_2', 'item_4', 'item_5', 'item_12', 'item_26', 'item_1', 'item_13', 'item_15', 'item_16', 'item_17']"
804,4,50,MPL,"['item_1', 'item_2', 'item_8', 'item_48', 'item_38', 'item_31', 'item_3', 'item_29', 'item_26', 'item_25']","['item_26', 'item_31', 'item_47', 'item_18', 'item_30', 'item_21', 'item_49', 'item_11', 'item_36', 'item_44']","['item_1', 'item_2', 'item_3', 'item_8', 'item_13', 'item_18', 'item_22', 'item_26', 'item_48', 'item_50']"
805,8,50,APP,"['item_31', 'item_48', 'item_22', 'item_17', 'item_49', 'item_7', 'item_39', 'item_2', 'item_18', 'item_19']","['item_46', 'item_47', 'item_50', 'item_38', 'item_49', 'item_42', 'item_41', 'item_48', 'item_43', 'item_40']","['item_48', 'item_34', 'item_35', 'item_36', 'item_39', 'item_41', 'item_42', 'item_45', 'item_49', 'item_38']"
806,8,50,ADD,"['item_12', 'item_33', 'item_49', 'item_30', 'item_19', 'item_46', 'item_24', 'item_14', 'item_42', 'item_1']","['item_41', 'item_42', 'item_38', 'item_50', 'item_49', 'item_47', 'item_46', 'item_48', 'item_43', 'item_44']","['item_33', 'item_49', 'item_46', 'item_31', 'item_32', 'item_42', 'item_44', 'item_48', 'item_47', 'item_35']"
807,4,50,MPL,"['item_32', 'item_26', 'item_8', 'item_7', 'item_6', 'item_49', 'item_44', 'item_42', 'item_36', 'item_10']","['item_7', 'item_10', 'item_27', 'item_32', 'item_46', 'item_48', 'item_50', 'item_2', 'item_31', 'item_34']","['item_5', 'item_7', 'item_11', 'item_16', 'item_18', 'item_23', 'item_25', 'item_30', 'item_32', 'item_2']"
808,8,50,ADD,"['item_33', 'item_16', 'item_34', 'item_28', 'item_11', 'item_8', 'item_18', 'item_40', 'item_7', 'item_24']","['item_45', 'item_40', 'item_42', 'item_38', 'item_49', 'item_47', 'item_41', 'item_46', 'item_48', 'item_39']","['item_33', 'item_34', 'item_32', 'item_40', 'item_49', 'item_45', 'item_43', 'item_42', 'item_47', 'item_50']"
811,2,50,MPL,"['item_22', 'item_44', 'item_33', 'item_31', 'item_42', 'item_25', 'item_24', 'item_37', 'item_34', 'item_14']","['item_7', 'item_10', 'item_33', 'item_22', 'item_14', 'item_50', 'item_27', 'item_38', 'item_11', 'item_48']","['item_7', 'item_11', 'item_14', 'item_22', 'item_24', 'item_25', 'item_31', 'item_33', 'item_3', 'item_6']"
812,2,50,LMS,"['item_20', 'item_12', 'item_26', 'item_1', 'item_43', 'item_27', 'item_33', 'item_39', 'item_41', 'item_47']","['item_3', 'item_12', 'item_18', 'item_50', 'item_14', 'item_26', 'item_17', 'item_47', 'item_33', 'item_19']","['item_20', 'item_12', 'item_23', 'item_27', 'item_31', 'item_35', 'item_39', 'item_43', 'item_47', 'item_1']"
813,2,50,ADD,"['item_30', 'item_21', 'item_20', 'item_47', 'item_12', 'item_16', 'item_13', 'item_22', 'item_38', 'item_45']","['item_16', 'item_22', 'item_48', 'item_35', 'item_19', 'item_47', 'item_10', 'item_25', 'item_33', 'item_46']","['item_21', 'item_30', 'item_20', 'item_12', 'item_16', 'item_13', 'item_22', 'item_45', 'item_49', 'item_4']"
814,2,50,LMS,"['item_40', 'item_27', 'item_26', 'item_50', 'item_45', 'item_38', 'item_35', 'item_21', 'item_1', 'item_5']","['item_23', 'item_26', 'item_48', 'item_10', 'item_50', 'item_27', 'item_39', 'item_38', 'item_41', 'item_49']","['item_26', 'item_21', 'item_27', 'item_28', 'item_29', 'item_30', 'item_31', 'item_32', 'item_33', 'item_34']"
815,4,50,MPL,"['item_32', 'item_23', 'item_50', 'item_5', 'item_49', 'item_44', 'item_43', 'item_4', 'item_37', 'item_36']","['item_23', 'item_19', 'item_44', 'item_37', 'item_50', 'item_36', 'item_48', 'item_22', 'item_32', 'item_31']","['item_4', 'item_16', 'item_19', 'item_35', 'item_36', 'item_1', 'item_7', 'item_9', 'item_22', 'item_23']"
817,8,50,ADD,"['item_33', 'item_6', 'item_27', 'item_31', 'item_45', 'item_20', 'item_2', 'item_46', 'item_37', 'item_28']","['item_46', 'item_48', 'item_50', 'item_47', 'item_41', 'item_39', 'item_40', 'item_42', 'item_43', 'item_49']","['item_33', 'item_45', 'item_37', 'item_46', 'item_48', 'item_39', 'item_49', 'item_44', 'item_50', 'item_38']"
818,2,50,APP,"['item_26', 'item_3', 'item_4', 'item_29', 'item_6', 'item_7', 'item_8', 'item_20', 'item_10', 'item_23']","['item_10', 'item_7', 'item_3', 'item_4', 'item_28', 'item_29', 'item_17', 'item_6', 'item_2', 'item_50']","['item_3', 'item_4', 'item_6', 'item_7', 'item_8', 'item_10', 'item_20', 'item_28', 'item_1', 'item_9']"
819,8,50,ADD,"['item_43', 'item_5', 'item_48', 'item_7', 'item_1', 'item_11', 'item_4', 'item_36', 'item_12', 'item_23']","['item_43', 'item_42', 'item_40', 'item_41', 'item_48', 'item_50', 'item_49', 'item_47', 'item_46', 'item_39']","['item_43', 'item_48', 'item_36', 'item_38', 'item_39', 'item_37', 'item_42', 'item_34', 'item_35', 'item_46']"
820,2,50,APP,"['item_50', 'item_14', 'item_3', 'item_47', 'item_46', 'item_44', 'item_29', 'item_18', 'item_27', 'item_30']","['item_6', 'item_10', 'item_3', 'item_4', 'item_26', 'item_27', 'item_19', 'item_48', 'item_50', 'item_49']","['item_3', 'item_14', 'item_18', 'item_27', 'item_31', 'item_4', 'item_5', 'item_6', 'item_12', 'item_15']"
821,8,50,APP,"['item_18', 'item_21', 'item_19', 'item_17', 'item_27', 'item_30', 'item_20', 'item_4', 'item_32', 'item_25']","['item_37', 'item_40', 'item_41', 'item_42', 'item_43', 'item_45', 'item_46', 'item_48', 'item_49', 'item_50']","['item_35', 'item_37', 'item_43', 'item_44', 'item_47', 'item_49', 'item_50', 'item_32', 'item_36', 'item_38']"
822,2,50,APP,"['item_36', 'item_33', 'item_46', 'item_43', 'item_7', 'item_41', 'item_17', 'item_25', 'item_2', 'item_30']","['item_7', 'item_10', 'item_4', 'item_37', 'item_33', 'item_50', 'item_36', 'item_2', 'item_38', 'item_49']","['item_7', 'item_17', 'item_30', 'item_1', 'item_2', 'item_4', 'item_5', 'item_8', 'item_9', 'item_10']"
823,2,50,LMS,"['item_25', 'item_49', 'item_11', 'item_36', 'item_42', 'item_33', 'item_2', 'item_12', 'item_16', 'item_21']","['item_27', 'item_34', 'item_19', 'item_50', 'item_38', 'item_46', 'item_49', 'item_2', 'item_33', 'item_48']","['item_2', 'item_7', 'item_11', 'item_12', 'item_16', 'item_21', 'item_33', 'item_36', 'item_42', 'item_49']"
824,2,50,LMS,"['item_17', 'item_11', 'item_35', 'item_42', 'item_15', 'item_32', 'item_30', 'item_9', 'item_44', 'item_19']","['item_5', 'item_17', 'item_35', 'item_42', 'item_19', 'item_33', 'item_11', 'item_38', 'item_49', 'item_37']","['item_30', 'item_11', 'item_17', 'item_15', 'item_36', 'item_9', 'item_2', 'item_4', 'item_6', 'item_19']"
825,2,50,APP,"['item_1', 'item_41', 'item_2', 'item_27', 'item_28', 'item_38', 'item_37', 'item_44', 'item_20', 'item_42']","['item_1', 'item_2', 'item_6', 'item_7', 'item_8', 'item_10', 'item_14', 'item_16', 'item_20', 'item_24']","['item_1', 'item_2', 'item_20', 'item_23', 'item_26', 'item_29', 'item_4', 'item_6', 'item_7', 'item_8']"
826,4,50,ADD,"['item_33', 'item_4', 'item_12', 'item_35', 'item_45', 'item_24', 'item_22', 'item_43', 'item_21', 'item_40']","['item_14', 'item_26', 'item_35', 'item_7', 'item_28', 'item_19', 'item_30', 'item_47', 'item_49', 'item_3']","['item_4', 'item_5', 'item_7', 'item_8', 'item_6', 'item_10', 'item_43', 'item_45', 'item_49', 'item_44']"
827,8,50,LMS,"['item_9', 'item_17', 'item_45', 'item_42', 'item_40', 'item_21', 'item_30', 'item_4', 'item_2', 'item_50']","['item_40', 'item_37', 'item_41', 'item_42', 'item_50', 'item_46', 'item_48', 'item_49', 'item_43', 'item_44']","['item_31', 'item_40', 'item_42', 'item_45', 'item_50', 'item_32', 'item_35', 'item_41', 'item_44', 'item_47']"
829,2,50,MPL,"['item_9', 'item_4', 'item_12', 'item_13', 'item_39', 'item_31', 'item_19', 'item_28', 'item_49', 'item_21']","['item_23', 'item_19', 'item_48', 'item_50', 'item_7', 'item_28', 'item_3', 'item_13', 'item_2', 'item_18']","['item_28', 'item_12', 'item_13', 'item_19', 'item_21', 'item_22', 'item_23', 'item_49', 'item_29', 'item_1']"
831,4,50,MPL,"['item_1', 'item_21', 'item_6', 'item_5', 'item_49', 'item_45', 'item_42', 'item_40', 'item_39', 'item_33']","['item_10', 'item_5', 'item_22', 'item_33', 'item_46', 'item_9', 'item_21', 'item_18', 'item_39', 'item_40']","['item_1', 'item_5', 'item_6', 'item_10', 'item_11', 'item_14', 'item_20', 'item_24', 'item_28', 'item_34']"
832,8,50,MPL,"['item_1', 'item_42', 'item_3', 'item_10', 'item_34', 'item_35', 'item_36', 'item_38', 'item_39', 'item_43']","['item_42', 'item_38', 'item_50', 'item_41', 'item_49', 'item_47', 'item_46', 'item_48', 'item_43', 'item_40']","['item_3', 'item_6', 'item_8', 'item_9', 'item_10', 'item_15', 'item_20', 'item_25', 'item_30', 'item_32']"
833,2,50,LMS,"['item_25', 'item_22', 'item_23', 'item_11', 'item_30', 'item_45', 'item_2', 'item_20', 'item_38', 'item_34']","['item_10', 'item_34', 'item_25', 'item_17', 'item_11', 'item_22', 'item_38', 'item_49', 'item_46', 'item_2']","['item_30', 'item_22', 'item_25', 'item_23', 'item_2', 'item_11', 'item_20', 'item_10', 'item_19', 'item_29']"
834,8,50,APP,"['item_13', 'item_21', 'item_41', 'item_15', 'item_20', 'item_5', 'item_32', 'item_7', 'item_9', 'item_27']","['item_41', 'item_37', 'item_50', 'item_49', 'item_48', 'item_46', 'item_47', 'item_45', 'item_42', 'item_44']","['item_41', 'item_35', 'item_37', 'item_38', 'item_47', 'item_48', 'item_40', 'item_45', 'item_33', 'item_34']"
836,4,50,MPL,"['item_1', 'item_25', 'item_8', 'item_49', 'item_48', 'item_46', 'item_45', 'item_44', 'item_38', 'item_36']","['item_49', 'item_19', 'item_31', 'item_20', 'item_50', 'item_48', 'item_37', 'item_46', 'item_34', 'item_45']","['item_1', 'item_2', 'item_8', 'item_17', 'item_22', 'item_24', 'item_29', 'item_35', 'item_40', 'item_42']"
837,2,50,ADD,"['item_28', 'item_17', 'item_20', 'item_50', 'item_21', 'item_26', 'item_10', 'item_23', 'item_37', 'item_43']","['item_10', 'item_7', 'item_49', 'item_26', 'item_38', 'item_48', 'item_50', 'item_19', 'item_21', 'item_43']","['item_28', 'item_17', 'item_20', 'item_10', 'item_21', 'item_23', 'item_26', 'item_14', 'item_27', 'item_29']"
839,8,50,MPL,"['item_1', 'item_24', 'item_8', 'item_7', 'item_49', 'item_48', 'item_47', 'item_45', 'item_4', 'item_39']","['item_48', 'item_49', 'item_37', 'item_50', 'item_46', 'item_41', 'item_42', 'item_40', 'item_47', 'item_43']","['item_4', 'item_6', 'item_7', 'item_16', 'item_22', 'item_28', 'item_39', 'item_45', 'item_47', 'item_48']"
840,2,50,APP,"['item_47', 'item_3', 'item_36', 'item_19', 'item_34', 'item_12', 'item_42', 'item_24', 'item_44', 'item_2']","['item_3', 'item_10', 'item_6', 'item_7', 'item_5', 'item_4', 'item_2', 'item_9', 'item_1', 'item_33']","['item_3', 'item_12', 'item_19', 'item_2', 'item_4', 'item_5', 'item_6', 'item_7', 'item_10', 'item_14']"
