groupId,group_size,num_items,strategy,gold_label,phi
771,2,50,MPL,"['item_27', 'item_29', 'item_3', 'item_37', 'item_39', 'item_4', 'item_43', 'item_44', 'item_5', 'item_6', 'item_9']","['item_3, item_4, item_6, item_27, item_43, item_44']"
773,8,50,MPL,"['item_1', 'item_10', 'item_16', 'item_17', 'item_18', 'item_19', 'item_2', 'item_20', 'item_23', 'item_24', 'item_27', 'item_3', 'item_30', 'item_31', 'item_32', 'item_33', 'item_36', 'item_37', 'item_38', 'item_39', 'item_41', 'item_47', 'item_48', 'item_5', 'item_50', 'item_6', 'item_9']","['item_32', 'item_33', 'item_36', 'item_37', 'item_38', 'item_39', 'item_41', 'item_47', 'item_48', 'item_50']"
774,2,50,APP,"['item_12', 'item_24', 'item_30', 'item_36']","['item_3, item_12, item_24, item_30, item_36, item_39, item_47']"
775,2,50,ADD,"['item_18', 'item_20', 'item_26']","['item_18', 'item_20', 'item_26']"
776,2,50,ADD,['item_15'],"['item_2, item_4, item_8, item_15, item_28, item_29, item_30']"
777,2,50,ADD,"['item_10', 'item_6']",['item_16']
778,2,50,ADD,['item_36'],"['item_2, item_3, item_28, item_44']"
779,8,50,ADD,['item_3'],['item_40']
780,4,50,ADD,['item_10'],"['item_9', 'item_37']"
781,2,50,APP,"['item_15', 'item_37', 'item_42', 'item_5']",['item_3']
784,4,50,MPL,"['item_10', 'item_13', 'item_17', 'item_18', 'item_21', 'item_24', 'item_25', 'item_29', 'item_30', 'item_31', 'item_36', 'item_38', 'item_4', 'item_43', 'item_46', 'item_8']","['item_4', 'item_8', 'item_9', 'item_16', 'item_18', 'item_21', 'item_31', 'item_46']"
786,8,50,LMS,"['item_21', 'item_31']",['item_43']
787,8,50,LMS,['item_34'],['item_41']
788,8,50,APP,['item_46'],"['item_11', 'item_13']"
789,8,50,ADD,['item_17'],['item_35']
791,2,50,LMS,"['item_30', 'item_41', 'item_48', 'item_5']","['[""item_2"", ""item_5"", ""item_21"", ""item_48"", ""item_30""]']"
792,4,50,ADD,['item_40'],['item_40']
793,2,50,ADD,"['item_15', 'item_31']",['item_15']
794,8,50,APP,['item_16'],"['item_1', 'item_3', 'item_5', 'item_6', 'item_7', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24', 'item_25', 'item_26', 'item_27', 'item_28', 'item_29', 'item_30', 'item_31', 'item_32', 'item_33', 'item_34', 'item_35', 'item_36', 'item_37', 'item_38', 'item_39', 'item_40', 'item_41', 'item_42', 'item_43', 'item_44', 'item_45', 'item_46', 'item_47', 'item_48', 'item_49', 'item_50']"
795,4,50,MPL,"['item_12', 'item_13', 'item_15', 'item_22', 'item_26', 'item_33', 'item_34', 'item_35', 'item_4', 'item_42', 'item_44', 'item_47', 'item_5']","['item_4', 'item_22']"
796,8,50,MPL,"['item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_16', 'item_17', 'item_18', 'item_19', 'item_2', 'item_20', 'item_25', 'item_26', 'item_28', 'item_29', 'item_31', 'item_33', 'item_34', 'item_35', 'item_37', 'item_39', 'item_4', 'item_40', 'item_41', 'item_42', 'item_43', 'item_44', 'item_45', 'item_5', 'item_50', 'item_6', 'item_9']","['item_32', 'item_33', 'item_34', 'item_35', 'item_37', 'item_39', 'item_40', 'item_41', 'item_42', 'item_43', 'item_44', 'item_45', 'item_50']"
797,4,50,ADD,['item_16'],['item_7']
798,2,50,ADD,['item_15'],"['item_2, item_3, item_4, item_10, item_15, item_16, item_24, item_31, item_36, item_42, item_45, item_46, item_47, item_49, item_50']"
799,4,50,MPL,"['item_10', 'item_14', 'item_15', 'item_17', 'item_20', 'item_22', 'item_25', 'item_26', 'item_28', 'item_29', 'item_30', 'item_36', 'item_38', 'item_4', 'item_42', 'item_50', 'item_9']","['item_1', 'item_9', 'item_20', 'item_25', 'item_26', 'item_42', 'item_43', 'item_44']"
800,2,50,ADD,['item_22'],['item_22']
801,4,50,MPL,"['item_1', 'item_16', 'item_19', 'item_23', 'item_28', 'item_33', 'item_36', 'item_42', 'item_46', 'item_47', 'item_6', 'item_7']","['item_7', 'item_47']"
802,2,50,ADD,"['item_10', 'item_19', 'item_36', 'item_7']",['item_7']
803,4,50,APP,"['item_12', 'item_27']",['item_12']
804,4,50,MPL,"['item_1', 'item_16', 'item_17', 'item_2', 'item_25', 'item_26', 'item_29', 'item_3', 'item_31', 'item_32', 'item_38', 'item_48', 'item_8']",['item_26']
805,8,50,APP,"['item_22', 'item_31', 'item_48']",['item_48']
806,8,50,ADD,"['item_12', 'item_33']",['item_49']
807,4,50,MPL,"['item_10', 'item_11', 'item_12', 'item_13', 'item_19', 'item_20', 'item_26', 'item_27', 'item_28', 'item_31', 'item_32', 'item_36', 'item_42', 'item_44', 'item_49', 'item_6', 'item_7', 'item_8', 'item_9']",['item_7']
808,8,50,ADD,"['item_16', 'item_33']",['item_40']
809,4,50,APP,['item_10'],"['item_12, item_10, item_23, item_43']"
810,4,50,ADD,['item_5'],['item_47']
811,2,50,MPL,"['item_11', 'item_14', 'item_22', 'item_24', 'item_25', 'item_31', 'item_33', 'item_34', 'item_37', 'item_42', 'item_44', 'item_47', 'item_48', 'item_7']","['item_7, item_14, item_33, item_34, item_48']"
812,2,50,LMS,['item_20'],"['item_3, item_20, item_21, item_33, item_38']"
813,2,50,ADD,"['item_21', 'item_30']",['item_21']
814,2,50,LMS,['item_40'],"['[item_3, item_40]']"
815,4,50,MPL,"['item_12', 'item_14', 'item_16', 'item_17', 'item_18', 'item_19', 'item_23', 'item_26', 'item_28', 'item_30', 'item_32', 'item_35', 'item_36', 'item_37', 'item_4', 'item_43', 'item_44', 'item_49', 'item_5', 'item_50', 'item_9']","['item_12', 'item_36']"
816,4,50,ADD,['item_1'],['item_1']
817,8,50,ADD,['item_33'],['item_45']
818,2,50,APP,"['item_10', 'item_20', 'item_23', 'item_26', 'item_29', 'item_3', 'item_31', 'item_4', 'item_42', 'item_6', 'item_7', 'item_8']",['item_23']
819,8,50,ADD,['item_43'],['item_32']
820,2,50,APP,"['item_14', 'item_18', 'item_29', 'item_3', 'item_44', 'item_46', 'item_47', 'item_50']","['item_3, item_14, item_29, item_47']"
821,8,50,APP,['item_18'],"['item_34', 'item_37']"
822,2,50,APP,"['item_17', 'item_33', 'item_36', 'item_41', 'item_43', 'item_46', 'item_7']","['item_7', 'item_33', 'item_41', 'item_46']"
823,2,50,LMS,"['item_25', 'item_49']","['[item_2, item_8, item_11, item_25, item_42, item_49]']"
824,2,50,LMS,"['item_11', 'item_17', 'item_35']","['[""item_11"", ""item_17""]']"
825,2,50,APP,"['item_1', 'item_2', 'item_20', 'item_27', 'item_28', 'item_37', 'item_38', 'item_41', 'item_44']","['item_2, item_28']"
826,4,50,ADD,['item_33'],['item_4']
827,8,50,LMS,['item_9'],['item_40']
829,2,50,MPL,"['item_12', 'item_13', 'item_19', 'item_21', 'item_22', 'item_23', 'item_28', 'item_31', 'item_39', 'item_4', 'item_49', 'item_9']",['item_28']
830,4,50,ADD,['item_21'],['item_2']
831,4,50,MPL,"['item_1', 'item_10', 'item_11', 'item_13', 'item_14', 'item_18', 'item_20', 'item_21', 'item_22', 'item_31', 'item_32', 'item_33', 'item_39', 'item_40', 'item_42', 'item_45', 'item_49', 'item_5', 'item_6']","['item_10', 'item_14', 'item_32', 'item_33', 'item_45']"
832,8,50,MPL,"['item_1', 'item_10', 'item_15', 'item_17', 'item_19', 'item_2', 'item_22', 'item_24', 'item_26', 'item_27', 'item_29', 'item_3', 'item_32', 'item_34', 'item_35', 'item_36', 'item_38', 'item_39', 'item_42', 'item_43', 'item_45', 'item_48', 'item_5', 'item_50', 'item_6', 'item_7', 'item_8']","['item_34', 'item_35', 'item_36', 'item_38', 'item_39', 'item_42', 'item_43', 'item_45', 'item_48', 'item_50']"
833,2,50,LMS,"['item_22', 'item_25']","['[""item_2"", ""item_20"", ""item_22"", ""item_23"", ""item_25"", ""item_30"", ""item_45""]']"
834,8,50,APP,"['item_13', 'item_15', 'item_21', 'item_41']",['item_41']
836,4,50,MPL,"['item_1', 'item_13', 'item_19', 'item_2', 'item_25', 'item_29', 'item_30', 'item_31', 'item_32', 'item_34', 'item_35', 'item_36', 'item_38', 'item_44', 'item_45', 'item_46', 'item_48', 'item_49', 'item_8']",['item_19']
837,2,50,ADD,['item_28'],['item_7']
838,4,50,APP,['item_39'],['item_39']
839,8,50,MPL,"['item_1', 'item_10', 'item_12', 'item_13', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_2', 'item_22', 'item_24', 'item_26', 'item_29', 'item_3', 'item_31', 'item_39', 'item_4', 'item_45', 'item_47', 'item_48', 'item_49', 'item_7', 'item_8', 'item_9']","['item_39', 'item_45', 'item_47', 'item_48', 'item_49']"
840,2,50,APP,"['item_12', 'item_19', 'item_3', 'item_34', 'item_36', 'item_47']",['item_3']
841,2,50,MPL,"['item_26', 'item_30', 'item_31', 'item_39', 'item_4', 'item_42', 'item_46', 'item_47', 'item_48', 'item_6']","['item_4, item_30, item_31, item_42']"
842,2,50,ADD,['item_37'],['item_37']
843,8,50,LMS,['item_32'],['item_48']
845,2,50,LMS,['item_13'],"['[item_13, item_12]']"
846,4,50,APP,['item_7'],"['item_7', 'item_8']"
847,2,50,LMS,"['item_1', 'item_19']","['[""item_1"", ""item_4"", ""item_19""]']"
849,4,50,ADD,['item_1'],['item_1']
850,8,50,MPL,"['item_1', 'item_11', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_21', 'item_23', 'item_24', 'item_26', 'item_27', 'item_29', 'item_30', 'item_31', 'item_32', 'item_34', 'item_35', 'item_37', 'item_39', 'item_4', 'item_40', 'item_42', 'item_43', 'item_44', 'item_46', 'item_47', 'item_49', 'item_5', 'item_50', 'item_7', 'item_8', 'item_9']","['item_34', 'item_35', 'item_37', 'item_39', 'item_40', 'item_42', 'item_43', 'item_44', 'item_45', 'item_47', 'item_49', 'item_50']"
851,8,50,APP,"['item_31', 'item_5']","['item_1', 'item_3', 'item_4', 'item_6', 'item_7', 'item_9', 'item_10', 'item_11', 'item_12', 'item_13', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24', 'item_25', 'item_26', 'item_27', 'item_28', 'item_29', 'item_30', 'item_31', 'item_32', 'item_33', 'item_34', 'item_35', 'item_36', 'item_37', 'item_38', 'item_39', 'item_40', 'item_41', 'item_42', 'item_43', 'item_44', 'item_45', 'item_46', 'item_47', 'item_48', 'item_49', 'item_50']"
852,4,50,APP,"['item_13', 'item_30']",['item_30']
853,4,50,MPL,"['item_1', 'item_12', 'item_13', 'item_15', 'item_17', 'item_2', 'item_21', 'item_30', 'item_34', 'item_37', 'item_38', 'item_46', 'item_47', 'item_5', 'item_8', 'item_9']","['item_2', 'item_8', 'item_9', 'item_11', 'item_17', 'item_18', 'item_21', 'item_22', 'item_23', 'item_25', 'item_37', 'item_44', 'item_50']"
854,8,50,APP,"['item_1', 'item_17', 'item_19', 'item_35']",['item_35']
855,8,50,LMS,"['item_23', 'item_26']",['item_40']
856,2,50,ADD,['item_36'],['item_36']
859,4,50,MPL,"['item_10', 'item_15', 'item_17', 'item_19', 'item_2', 'item_27', 'item_28', 'item_29', 'item_3', 'item_30', 'item_34', 'item_4', 'item_43', 'item_46', 'item_47', 'item_49']","['item_2', 'item_3', 'item_4', 'item_5', 'item_6', 'item_7', 'item_10', 'item_17', 'item_19', 'item_22', 'item_29', 'item_32', 'item_47']"
860,4,50,ADD,['item_33'],['item_8']
861,8,50,ADD,['item_12'],['item_48']
863,8,50,ADD,['item_46'],['item_46']
864,4,50,ADD,['item_50'],['item_36']
865,2,50,ADD,"['item_15', 'item_48']",['item_48']
866,2,50,ADD,"['item_25', 'item_46', 'item_47']",['item_46']
867,2,50,MPL,"['item_12', 'item_17', 'item_18', 'item_19', 'item_20', 'item_24', 'item_28', 'item_3', 'item_35', 'item_38', 'item_42', 'item_43', 'item_5', 'item_9']","['[""item_3"", ""item_5"", ""item_20"", ""item_17"", ""item_18"", ""item_28"", ""item_35"", ""item_38"", ""item_43"", ""item_42""]']"
868,2,50,MPL,"['item_13', 'item_15', 'item_2', 'item_23', 'item_25', 'item_26', 'item_30', 'item_6']","['item_2, item_6, item_13, item_23, item_25, item_30, item_48']"
869,8,50,APP,['item_41'],"['item_37', 'item_41']"
870,8,50,MPL,"['item_10', 'item_11', 'item_13', 'item_15', 'item_18', 'item_19', 'item_2', 'item_20', 'item_21', 'item_22', 'item_24', 'item_25', 'item_28', 'item_29', 'item_3', 'item_30', 'item_31', 'item_32', 'item_33', 'item_34', 'item_37', 'item_38', 'item_39', 'item_40', 'item_41', 'item_46', 'item_47', 'item_50', 'item_9']","['item_32', 'item_33', 'item_34', 'item_37', 'item_38', 'item_39', 'item_40', 'item_41', 'item_46', 'item_47', 'item_50']"
871,4,50,APP,['item_31'],['item_31']
872,2,50,ADD,['item_41'],"['item_41', 'item_42']"
873,4,50,ADD,['item_46'],"['item_12', 'item_22', 'item_32']"
874,2,50,MPL,"['item_13', 'item_14', 'item_16', 'item_25', 'item_4', 'item_42', 'item_5', 'item_6']",['item_25']
875,8,50,APP,['item_33'],"['item_37', 'item_38']"
876,2,50,APP,"['item_10', 'item_17', 'item_23', 'item_32', 'item_39', 'item_50']","['item_1, item_2, item_8, item_10, item_16, item_17, item_23, item_27, item_32, item_39']"
877,4,50,MPL,"['item_11', 'item_13', 'item_15', 'item_19', 'item_2', 'item_23', 'item_31', 'item_32', 'item_38', 'item_4', 'item_41', 'item_44', 'item_45', 'item_48']","['item_2', 'item_11', 'item_38']"
878,8,50,MPL,"['item_1', 'item_11', 'item_13', 'item_14', 'item_16', 'item_2', 'item_20', 'item_22', 'item_24', 'item_26', 'item_27', 'item_3', 'item_31', 'item_32', 'item_35', 'item_36', 'item_37', 'item_38', 'item_41', 'item_42', 'item_43', 'item_44', 'item_47', 'item_48', 'item_5', 'item_50', 'item_7', 'item_8']","['item_32', 'item_35', 'item_36', 'item_37', 'item_38', 'item_40', 'item_41', 'item_42', 'item_43', 'item_44', 'item_47', 'item_48', 'item_50']"
879,8,50,APP,['item_11'],['item_37']
880,8,50,APP,"['item_30', 'item_41', 'item_9']","['item_10', 'item_11', 'item_12', 'item_13', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24', 'item_25', 'item_26', 'item_27', 'item_28', 'item_29', 'item_30', 'item_31', 'item_32', 'item_33']"
881,8,50,ADD,['item_11'],['item_37']
882,8,50,ADD,['item_29'],['item_33']
883,4,50,APP,"['item_15', 'item_22']","['item_5, item_17, item_40']"
884,8,50,ADD,['item_5'],['item_34']
885,4,50,APP,"['item_13', 'item_31', 'item_36', 'item_41', 'item_44']","['item_1, item_11, item_44']"
889,8,50,APP,['item_30'],['item_42']
890,4,50,APP,"['item_32', 'item_41']","['item_1, item_32, item_41']"
891,4,50,MPL,"['item_12', 'item_14', 'item_21', 'item_22', 'item_25', 'item_27', 'item_28', 'item_3', 'item_32', 'item_34', 'item_38', 'item_39', 'item_41', 'item_42', 'item_43', 'item_44', 'item_5', 'item_50', 'item_6', 'item_7', 'item_8']",['item_42']
892,4,50,MPL,"['item_1', 'item_10', 'item_11', 'item_13', 'item_17', 'item_19', 'item_2', 'item_21', 'item_30', 'item_35', 'item_40', 'item_42', 'item_43', 'item_44', 'item_45', 'item_47', 'item_5', 'item_8']","['item_1', 'item_44']"
893,8,50,APP,"['item_18', 'item_22', 'item_23', 'item_31', 'item_38', 'item_5', 'item_7']","['item_34', 'item_44']"
894,8,50,MPL,"['item_1', 'item_10', 'item_11', 'item_12', 'item_14', 'item_15', 'item_16', 'item_17', 'item_18', 'item_19', 'item_20', 'item_24', 'item_25', 'item_28', 'item_29', 'item_3', 'item_30', 'item_32', 'item_33', 'item_36', 'item_38', 'item_4', 'item_40', 'item_43', 'item_47', 'item_48', 'item_50', 'item_6', 'item_7', 'item_9']","['item_32', 'item_33', 'item_36', 'item_38', 'item_40', 'item_43', 'item_47', 'item_48', 'item_50']"
895,8,50,MPL,"['item_1', 'item_12', 'item_14', 'item_15', 'item_17', 'item_19', 'item_20', 'item_21', 'item_23', 'item_26', 'item_27', 'item_28', 'item_3', 'item_31', 'item_32', 'item_34', 'item_35', 'item_36', 'item_4', 'item_41', 'item_43', 'item_44', 'item_45', 'item_47', 'item_48', 'item_5', 'item_50', 'item_6', 'item_7', 'item_8']","['item_34', 'item_35', 'item_36', 'item_40', 'item_41', 'item_42', 'item_43', 'item_44', 'item_45', 'item_46', 'item_47', 'item_48', 'item_50']"
896,2,50,LMS,['item_43'],"['[""item_33"", ""item_34""]']"
897,4,50,APP,"['item_30', 'item_33']","['item_2, item_3, item_5, item_8, item_9, item_10, item_11, item_18, item_19, item_30, item_32, item_33, item_38, item_39, item_45']"
900,2,50,ADD,['item_49'],['item_49']
902,4,50,APP,"['item_14', 'item_17', 'item_23', 'item_25', 'item_26', 'item_43', 'item_44', 'item_50']","['item_8, item_9, item_23, item_37, item_43']"
904,2,50,APP,"['item_15', 'item_16', 'item_17', 'item_26', 'item_39', 'item_47', 'item_48', 'item_49', 'item_6']","['item_17', 'item_49']"
907,8,50,ADD,['item_18'],['item_41']
908,4,50,MPL,"['item_13', 'item_16', 'item_17', 'item_18', 'item_19', 'item_22', 'item_23', 'item_24', 'item_29', 'item_31', 'item_32', 'item_38', 'item_42', 'item_44', 'item_45', 'item_46', 'item_47', 'item_48', 'item_5', 'item_7', 'item_8']","['item_8', 'item_48']"
909,4,50,MPL,"['item_1', 'item_19', 'item_20', 'item_3', 'item_33', 'item_34', 'item_35', 'item_36', 'item_38', 'item_39', 'item_40', 'item_42', 'item_43', 'item_46', 'item_47', 'item_49', 'item_9']","['item_1', 'item_3', 'item_19']"
910,8,50,MPL,"['item_1', 'item_10', 'item_12', 'item_13', 'item_14', 'item_17', 'item_18', 'item_23', 'item_24', 'item_28', 'item_29', 'item_3', 'item_30', 'item_31', 'item_32', 'item_33', 'item_35', 'item_36', 'item_37', 'item_38', 'item_39', 'item_4', 'item_41', 'item_42', 'item_43', 'item_44', 'item_45', 'item_46', 'item_48', 'item_49', 'item_8']","['item_3', 'item_4', 'item_5', 'item_7', 'item_8']"
911,8,50,ADD,['item_6'],['item_49']
912,4,50,ADD,"['item_23', 'item_48']","['item_44', 'item_48']"
913,8,50,APP,"['item_1', 'item_20', 'item_34', 'item_39', 'item_41']",['item_43']
915,2,50,APP,"['item_12', 'item_25', 'item_29', 'item_31', 'item_37', 'item_39', 'item_44', 'item_7']","['[""item_7"", ""item_25"", ""item_31"", ""item_37"", ""item_38"", ""item_39"", ""item_41"", ""item_42""]']"
916,4,50,APP,"['item_39', 'item_43']","['item_4, item_39']"
917,8,50,APP,['item_44'],['item_42']
918,2,50,APP,"['item_14', 'item_26', 'item_28', 'item_35', 'item_36', 'item_4', 'item_42', 'item_43', 'item_48']",['item_36']
919,2,50,MPL,"['item_1', 'item_10', 'item_12', 'item_15', 'item_16', 'item_17', 'item_22', 'item_25', 'item_30', 'item_34', 'item_36', 'item_37', 'item_44']","['[""item_16"", ""item_12"", ""item_9"", ""item_44""]']"
920,2,50,ADD,['item_9'],"['item_9, item_20, item_21, item_44, item_45']"
921,2,50,LMS,['item_7'],"['[""item_7"", ""item_13"", ""item_22""]']"
922,4,50,APP,['item_28'],"['item_2', 'item_5', 'item_7', 'item_8', 'item_21', 'item_28', 'item_29']"
923,4,50,MPL,"['item_11', 'item_15', 'item_17', 'item_23', 'item_24', 'item_25', 'item_27', 'item_29', 'item_31', 'item_36', 'item_4', 'item_41', 'item_42', 'item_45', 'item_47', 'item_48', 'item_6', 'item_7', 'item_8']","['item_4', 'item_6', 'item_7', 'item_24', 'item_27', 'item_42']"
924,2,50,APP,"['item_1', 'item_13', 'item_14', 'item_20', 'item_23', 'item_25', 'item_4', 'item_49']","['item_1, item_13, item_20, item_25, item_23, item_45']"
925,8,50,ADD,['item_27'],['item_41']
926,8,50,APP,"['item_23', 'item_46']",['item_46']
927,4,50,ADD,['item_8'],['item_8']
928,8,50,APP,['item_12'],['item_39']
929,4,50,LMS,"['item_11', 'item_13', 'item_18', 'item_22', 'item_27', 'item_36', 'item_39']","['item_4', 'item_9', 'item_10', 'item_18', 'item_19']"
930,8,50,LMS,"['item_1', 'item_8']",['item_47']
931,2,50,MPL,"['item_1', 'item_12', 'item_16', 'item_18', 'item_19', 'item_28', 'item_30', 'item_34', 'item_40']","['item_16, item_34']"
932,4,50,MPL,"['item_10', 'item_15', 'item_2', 'item_20', 'item_21', 'item_24', 'item_25', 'item_27', 'item_3', 'item_32', 'item_33', 'item_35', 'item_36', 'item_37', 'item_40', 'item_42', 'item_45', 'item_47', 'item_49', 'item_9']","['item_2, item_15, item_25, item_27, item_35, item_49']"
933,2,50,MPL,"['item_14', 'item_17', 'item_18', 'item_26', 'item_29', 'item_31', 'item_34', 'item_36', 'item_4', 'item_41', 'item_43', 'item_49', 'item_6', 'item_7']","['item_4, item_6, item_17, item_29, item_34, item_36, item_40, item_49']"
934,2,50,APP,"['item_1', 'item_12', 'item_19', 'item_21', 'item_22', 'item_27', 'item_3', 'item_34', 'item_42', 'item_43', 'item_44', 'item_5', 'item_9']","['item_5, item_12, item_19']"
936,8,50,ADD,['item_1'],['item_39']
937,8,50,LMS,"['item_31', 'item_48']","['item_47', 'item_48']"
938,2,50,APP,"['item_18', 'item_19', 'item_20', 'item_26', 'item_34', 'item_35', 'item_38', 'item_42', 'item_7', 'item_9']","['item_9, item_20']"
939,8,50,APP,"['item_12', 'item_39']",['item_39']
940,2,50,ADD,"['item_24', 'item_27', 'item_38', 'item_9']","['item_3, item_24, item_27, item_38']"
941,8,50,LMS,['item_39'],"['item_36', 'item_46']"
942,8,50,APP,"['item_28', 'item_37', 'item_6']","['item_37', 'item_47']"
943,2,50,ADD,"['item_32', 'item_33']","['[""item_8"", ""item_32"", ""item_33""]']"
944,8,50,MPL,"['item_10', 'item_11', 'item_14', 'item_18', 'item_2', 'item_21', 'item_25', 'item_26', 'item_27', 'item_28', 'item_29', 'item_3', 'item_31', 'item_33', 'item_34', 'item_35', 'item_36', 'item_37', 'item_38', 'item_39', 'item_4', 'item_41', 'item_43', 'item_45', 'item_46', 'item_47', 'item_48', 'item_49', 'item_5', 'item_50', 'item_6']","['item_17', 'item_18', 'item_19', 'item_20', 'item_21', 'item_22', 'item_23', 'item_24', 'item_25', 'item_26', 'item_27', 'item_28', 'item_29', 'item_30', 'item_31', 'item_32', 'item_33', 'item_34', 'item_35', 'item_36', 'item_37', 'item_38', 'item_39', 'item_40', 'item_41', 'item_42', 'item_44', 'item_45', 'item_46', 'item_49', 'item_50']"
945,4,50,MPL,"['item_1', 'item_12', 'item_13', 'item_16', 'item_18', 'item_22', 'item_23', 'item_24', 'item_25', 'item_30', 'item_31', 'item_33', 'item_38', 'item_4', 'item_41', 'item_44', 'item_46', 'item_48', 'item_7', 'item_8']","['item_1', 'item_13', 'item_18', 'item_24', 'item_25', 'item_38', 'item_46']"
946,4,50,APP,"['item_14', 'item_31']","['item_1, item_4, item_31']"
947,8,50,LMS,['item_14'],['item_34']
948,4,50,APP,"['item_16', 'item_37', 'item_48']","['item_6, item_7, item_16, item_31, item_32, item_45, item_49']"
949,8,50,APP,['item_40'],['item_40']
950,4,50,ADD,"['item_21', 'item_42']",['item_42']
951,8,50,LMS,['item_36'],['item_46']
952,8,50,ADD,['item_2'],['item_43']
953,2,50,ADD,"['item_23', 'item_29', 'item_45']",['item_5']
954,4,50,ADD,['item_11'],"['item_14', 'item_26', 'item_38']"
955,4,50,ADD,['item_17'],"['item_15', 'item_20', 'item_25', 'item_30', 'item_35', 'item_40']"
956,8,50,APP,['item_5'],"['item_10', 'item_11']"
957,4,50,APP,"['item_27', 'item_30']","['item_2, item_5, item_19, item_20, item_36']"
958,2,50,APP,"['item_10', 'item_18', 'item_22', 'item_24', 'item_26', 'item_28', 'item_29', 'item_35', 'item_37', 'item_38']","['item_6, item_22, item_26, item_28, item_29, item_18, item_24, item_49']"
959,8,50,MPL,"['item_11', 'item_13', 'item_14', 'item_17', 'item_18', 'item_19', 'item_21', 'item_22', 'item_24', 'item_25', 'item_26', 'item_3', 'item_30', 'item_31', 'item_33', 'item_35', 'item_38', 'item_4', 'item_40', 'item_42', 'item_43', 'item_44', 'item_46', 'item_48', 'item_50', 'item_6', 'item_7']","['item_33', 'item_35', 'item_38', 'item_40', 'item_42', 'item_43', 'item_44', 'item_46', 'item_48']"
960,2,50,MPL,"['item_1', 'item_12', 'item_16', 'item_17', 'item_22', 'item_26', 'item_27', 'item_34', 'item_38', 'item_42', 'item_46', 'item_47', 'item_48', 'item_9']","['item_17', 'item_27']"
961,8,50,LMS,['item_39'],"['item_38', 'item_39']"
962,8,50,LMS,"['item_16', 'item_42', 'item_8']",['item_46']
963,2,50,LMS,"['item_40', 'item_46']","['[item_40, item_46]']"
964,8,50,APP,['item_1'],['item_44']
965,8,50,LMS,['item_4'],"['item_36', 'item_37']"
966,8,50,ADD,['item_30'],['item_43']
967,2,50,APP,"['item_13', 'item_14', 'item_18', 'item_3', 'item_34', 'item_46', 'item_47', 'item_50', 'item_6']","['item_6, item_34']"
