user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26,item_27,item_28,item_29,item_30,item_31,item_32,item_33,item_34,item_35,item_36,item_37,item_38,item_39,item_40,item_41,item_42,item_43,item_44,item_45,item_46,item_47,item_48,item_49,item_50,groupId
user_24384,10,3,8,9,8,3,3,2,1,2,4,9,9,2,2,6,6,10,8,5,10,2,2,10,6,6,9,5,6,5,2,6,9,5,3,2,2,6,5,3,7,3,5,9,10,8,1,6,5,3,755
user_81437,5,3,4,9,1,2,10,6,8,9,3,6,1,8,5,2,5,7,5,1,8,9,10,7,8,9,1,4,8,7,9,1,10,2,3,10,6,2,8,6,2,6,10,4,7,2,7,3,6,8,755
user_55098,6,7,10,3,8,2,1,6,1,5,6,4,6,8,4,1,10,9,7,9,5,5,10,1,7,6,7,1,8,5,10,2,7,3,7,10,2,6,3,3,9,4,8,2,9,9,1,8,10,4,755
user_3101,8,2,7,6,10,3,1,7,5,7,1,3,2,10,6,5,8,10,3,1,6,1,8,4,2,7,10,8,5,4,1,6,7,6,6,5,8,4,8,3,4,8,6,9,4,1,10,9,6,4,755
user_15839,10,1,2,3,9,8,2,7,10,6,5,3,10,5,1,2,1,6,9,6,7,9,7,10,7,2,5,2,10,3,4,9,6,1,1,6,1,6,4,7,5,8,7,9,8,10,5,1,2,8,756
user_80448,7,1,4,3,2,2,9,1,5,8,2,2,9,4,8,7,3,4,6,7,10,10,6,5,6,6,5,1,9,2,9,4,9,5,5,5,5,9,10,6,3,4,2,6,4,6,5,9,5,3,756
user_29379,4,4,7,2,5,10,7,2,10,9,2,4,7,1,6,4,4,10,3,7,10,3,1,5,3,3,5,7,7,5,1,2,10,10,6,9,10,6,6,1,1,1,2,8,6,2,4,9,6,8,757
user_67018,1,7,4,9,8,4,2,5,5,10,6,10,8,5,1,4,4,2,2,9,6,8,6,6,9,8,1,8,7,9,7,10,5,6,2,9,3,10,4,2,6,4,7,6,10,9,2,6,8,9,757
user_29297,9,3,7,3,1,6,4,9,4,8,9,9,1,4,3,3,8,1,9,3,10,6,5,1,1,2,3,1,7,9,8,10,3,7,2,8,8,4,7,5,8,3,10,8,4,2,8,7,4,9,757
user_16275,4,10,3,5,4,5,4,1,5,7,8,2,1,3,3,7,6,10,2,10,2,1,3,2,10,3,7,4,10,10,8,2,7,2,2,7,2,5,10,9,2,9,6,5,1,9,5,9,1,2,757
user_76018,7,7,9,1,5,4,2,9,3,9,5,8,5,7,9,6,10,6,1,10,6,3,5,7,2,6,9,9,5,9,2,10,2,10,8,4,4,5,3,8,2,10,5,4,9,8,1,3,3,7,757
user_68522,3,9,7,1,5,1,1,6,8,10,2,3,10,9,10,5,2,8,1,9,3,1,4,1,4,5,9,4,2,7,10,10,3,7,8,2,3,8,6,8,7,8,2,1,5,7,9,5,7,6,757
user_29682,1,6,5,9,7,5,3,2,4,4,10,6,7,2,4,10,8,4,5,3,10,9,9,4,10,8,1,6,3,1,10,10,4,9,4,1,10,10,4,3,2,9,2,2,8,4,1,10,8,6,757
user_44849,3,5,9,8,7,4,2,9,4,10,4,10,9,3,9,6,3,9,1,3,7,10,6,2,6,2,4,8,3,7,3,8,5,8,3,3,5,2,9,5,7,4,8,10,9,6,9,1,7,7,757
user_42363,1,3,2,1,2,3,8,8,4,7,5,8,2,3,9,4,10,10,1,1,9,9,7,1,4,10,3,1,7,4,9,9,5,8,8,3,1,4,8,3,1,10,2,5,7,10,7,4,10,5,758
user_67783,10,1,1,10,5,3,4,6,3,3,4,7,2,4,7,8,10,10,7,6,8,8,7,3,7,3,8,6,5,7,9,10,6,7,4,4,6,2,5,9,2,4,8,4,3,8,9,1,5,10,758
user_2435,8,9,6,3,1,10,7,1,6,6,5,10,8,10,6,3,6,2,9,7,10,1,7,8,1,1,6,7,3,7,6,5,6,9,1,5,10,9,10,6,4,1,2,8,3,4,2,5,6,10,759
user_42630,5,8,5,7,1,7,5,9,3,9,10,8,3,3,4,4,8,5,6,1,3,5,1,8,10,5,1,4,4,10,7,7,3,9,7,4,4,3,4,10,8,8,5,5,9,8,2,10,5,4,759
user_76681,5,2,10,8,8,6,3,4,10,7,5,2,3,8,4,6,2,7,7,7,3,5,9,9,4,5,6,9,7,4,7,3,1,9,5,6,4,10,3,9,2,8,4,5,4,10,6,1,6,7,759
user_6845,1,6,8,3,5,10,9,8,5,5,7,8,8,8,1,8,7,2,6,2,9,8,1,1,6,5,9,2,5,8,8,3,1,1,5,9,7,1,4,8,6,3,5,3,10,8,3,8,10,2,759
user_3770,7,3,4,10,8,5,1,10,3,9,5,7,7,7,5,9,2,4,6,4,9,9,7,9,8,8,9,1,7,4,8,8,4,7,9,2,9,3,8,6,5,2,4,2,4,7,8,7,3,5,759
user_34119,7,1,8,5,6,1,4,3,9,6,7,9,1,1,10,9,9,10,10,1,10,7,5,2,1,4,7,5,10,10,8,4,3,5,1,6,10,8,2,5,2,4,1,6,2,6,5,7,8,5,759
user_65162,9,4,3,7,2,2,1,3,4,1,1,6,8,8,5,4,2,10,1,3,9,4,5,9,7,2,5,9,4,9,7,2,9,4,7,9,1,9,4,10,6,9,5,5,5,7,1,1,1,4,759
user_46974,9,2,5,6,6,8,8,1,8,1,9,4,4,4,3,1,2,5,2,8,5,2,9,3,8,3,3,10,5,9,5,5,5,3,6,3,10,2,5,4,4,9,1,8,3,3,2,7,7,4,759
user_53367,7,5,2,10,5,7,5,8,8,4,8,5,1,10,2,3,9,10,9,9,9,4,4,10,9,8,4,5,3,1,10,10,10,9,4,10,1,8,9,2,9,2,6,6,1,10,10,8,7,1,760
user_88783,4,9,8,7,9,1,3,1,1,10,9,10,3,1,6,3,9,3,7,1,1,9,7,1,8,6,5,9,1,1,2,9,9,6,4,6,3,9,6,1,5,1,1,8,4,7,2,5,4,8,760
user_20013,8,7,6,6,3,6,10,10,7,6,1,4,9,5,2,3,2,8,2,3,5,6,7,6,2,3,10,7,7,9,3,7,2,1,1,6,8,3,8,1,10,6,1,10,2,5,8,10,3,5,760
user_59342,6,10,3,4,7,4,7,10,3,1,2,10,4,6,9,6,7,2,1,9,5,5,2,6,2,2,10,10,1,4,5,6,10,8,4,10,6,2,6,10,2,6,5,1,4,9,10,10,3,2,760
user_47888,2,3,10,4,7,6,1,10,4,1,7,9,8,8,1,9,4,4,1,8,5,7,2,4,2,4,8,5,6,7,5,9,6,5,5,7,7,8,5,3,10,6,8,7,9,4,8,8,4,3,760
user_14349,10,6,2,7,1,7,4,10,2,1,7,4,2,3,1,6,6,10,10,4,2,10,10,9,1,10,10,2,10,4,7,9,10,5,2,9,10,9,2,10,4,9,4,4,1,7,2,6,9,3,760
user_65750,8,10,4,4,2,8,4,6,2,3,5,1,7,9,1,6,6,5,5,10,7,4,5,1,2,1,3,1,4,8,2,1,6,2,6,6,1,7,9,2,7,8,6,8,2,10,2,3,10,9,760
user_61612,6,8,10,10,7,4,10,7,6,5,9,2,2,1,8,1,6,9,10,5,1,2,6,1,9,4,7,9,5,8,8,8,6,7,8,6,1,9,7,6,6,3,3,9,1,5,6,6,8,2,760
user_79293,9,6,1,8,9,8,9,8,10,1,4,10,3,3,1,5,6,8,6,2,10,9,2,10,9,1,4,3,4,10,1,4,6,8,9,10,8,8,9,10,4,8,2,5,7,1,9,6,9,5,761
user_70861,10,9,8,3,2,9,3,4,4,6,8,10,7,3,3,5,5,2,1,2,3,3,3,10,1,8,9,4,4,5,2,8,2,6,2,2,1,5,7,3,2,8,5,5,9,8,5,4,9,10,761
user_50083,1,10,1,8,9,7,10,8,8,8,7,8,6,2,7,6,6,9,6,5,9,8,5,5,9,2,6,5,5,5,4,8,10,4,6,4,2,1,6,5,10,8,2,5,8,6,5,9,9,3,761
user_56639,7,4,1,1,4,1,9,3,10,1,8,3,8,3,10,1,7,10,7,10,7,6,8,6,8,8,4,9,2,3,6,3,10,1,5,9,4,8,8,3,8,5,5,1,10,9,7,10,4,5,761
user_4935,3,4,2,10,5,5,6,5,8,3,7,2,4,7,9,1,3,6,9,9,2,8,10,10,7,3,4,4,4,6,9,2,2,4,7,8,7,7,4,6,1,9,8,3,4,6,3,2,2,2,762
user_5181,8,8,6,4,2,10,10,10,5,8,10,7,10,2,8,2,7,3,5,3,2,5,10,3,10,6,10,10,6,3,7,3,3,2,9,6,3,2,3,3,8,4,5,1,5,1,2,4,3,2,762
user_69088,6,6,8,7,2,5,2,6,3,9,5,3,2,7,7,1,2,9,6,1,1,10,7,4,7,5,3,4,3,6,2,8,3,5,1,7,1,7,4,2,10,3,10,4,6,2,7,8,7,7,762
user_10272,9,3,7,9,3,5,9,2,5,4,8,8,8,3,9,10,9,1,8,6,7,10,2,8,5,2,9,8,9,5,7,3,3,9,3,9,6,3,7,9,2,9,6,10,5,4,10,8,10,4,762
user_9793,1,5,8,7,3,7,4,9,2,2,6,6,10,7,8,3,8,6,2,6,8,6,6,6,10,4,3,5,6,5,6,4,9,5,3,1,9,1,9,4,8,5,8,10,3,5,4,1,5,1,763
user_92716,8,5,2,8,2,7,10,8,1,5,4,10,5,7,9,5,8,3,2,6,10,3,8,5,6,2,3,10,2,1,9,8,9,5,5,4,10,4,7,5,5,6,10,6,7,5,5,3,1,4,763
user_5880,10,5,9,6,8,5,8,8,6,8,3,3,7,4,7,3,10,5,3,1,5,10,5,6,3,10,3,9,5,6,6,7,4,5,3,3,6,1,1,1,7,6,1,6,5,10,2,6,8,10,763
user_93645,5,1,5,5,6,3,6,2,4,2,5,10,2,4,10,10,5,1,2,8,8,1,5,6,3,5,6,6,1,4,8,3,10,2,7,2,8,7,1,8,2,10,1,8,4,6,9,2,9,7,763
user_85526,6,1,3,4,7,7,3,3,10,4,3,10,5,4,10,7,6,2,1,6,7,5,4,3,3,3,5,8,7,2,2,5,1,2,5,5,5,6,10,8,3,1,4,5,1,7,3,1,4,10,763
user_69637,8,9,9,6,4,8,4,9,4,1,10,9,8,9,1,2,7,9,7,5,1,3,1,8,9,6,1,5,6,3,3,6,4,7,5,4,4,9,8,8,8,4,7,7,4,6,9,1,5,5,763
user_96290,10,6,6,1,5,9,5,6,1,4,2,6,9,8,6,3,1,1,10,1,4,7,10,2,4,4,3,4,10,4,3,3,3,3,5,6,6,5,7,5,8,3,9,10,6,1,8,6,4,6,763
user_21561,9,7,7,5,9,7,8,3,10,8,9,7,4,2,10,4,7,6,1,7,9,2,8,9,4,5,7,9,5,9,1,7,9,10,10,4,3,5,7,5,10,4,3,8,6,6,2,7,10,1,763
user_13456,3,5,3,9,9,7,7,10,2,4,1,4,3,3,9,1,8,3,2,4,6,1,8,6,9,6,8,8,7,8,6,5,10,9,1,5,1,3,5,6,2,8,4,10,6,9,6,6,4,2,764
user_82261,7,4,1,6,1,8,2,3,9,8,8,5,4,8,1,5,7,9,4,6,5,5,3,4,1,2,4,7,1,6,1,7,10,1,4,5,8,9,3,9,2,4,10,7,1,5,4,2,2,10,764
user_51906,1,3,1,1,1,5,6,7,4,10,10,5,7,1,1,1,10,2,3,2,9,1,3,3,4,3,4,8,3,5,2,4,2,5,7,2,6,7,10,1,6,7,4,6,4,2,1,1,1,9,765
user_68641,9,9,10,6,3,3,2,9,5,1,3,2,8,3,3,3,9,1,1,4,3,4,1,9,3,2,7,9,1,3,7,10,6,9,9,6,2,10,7,1,7,3,6,8,8,5,2,2,1,8,765
user_55247,1,7,5,4,8,2,8,4,5,6,4,10,7,8,5,8,9,6,9,3,1,9,1,10,1,3,9,8,8,7,4,4,6,3,6,10,8,8,6,2,5,1,5,6,5,2,4,1,10,10,765
user_75862,6,5,8,2,10,4,10,9,1,9,4,4,10,10,6,4,4,10,5,7,7,1,2,8,8,10,7,9,4,3,2,7,9,1,8,2,1,10,7,6,10,6,7,5,8,5,8,2,9,2,765
user_69839,5,8,3,1,7,2,3,1,7,6,1,5,1,8,7,6,2,4,8,3,9,9,10,4,7,3,3,1,5,5,1,5,10,2,9,4,3,4,4,5,8,8,9,4,3,8,1,3,1,9,765
user_96545,3,9,5,1,9,8,9,2,1,2,10,9,8,7,6,7,6,8,2,9,6,9,6,1,3,5,8,10,8,2,2,9,7,5,1,7,7,9,5,1,1,6,5,3,1,8,3,3,8,5,765
user_14123,6,8,5,9,7,4,9,4,2,6,8,2,1,1,10,10,5,5,3,7,3,5,3,4,10,9,6,10,10,10,8,4,8,3,6,7,5,5,6,1,7,4,4,2,9,4,7,1,2,7,765
user_56524,1,7,4,4,9,7,2,2,8,3,1,2,9,3,6,6,5,5,8,7,6,3,2,4,2,6,7,2,6,1,6,7,9,1,7,8,10,3,9,2,7,5,9,4,10,2,4,3,5,3,765
user_68014,7,9,3,8,5,7,9,6,7,8,4,8,9,9,6,10,1,9,5,3,8,7,7,7,9,3,8,6,5,8,3,7,2,10,7,6,8,3,3,9,5,2,10,6,5,7,6,3,2,9,766
user_2152,10,4,1,6,2,7,2,5,2,10,1,1,9,7,6,10,9,7,4,8,10,4,9,10,9,6,5,9,8,1,2,1,10,8,7,4,1,6,2,8,2,4,3,2,5,9,3,10,3,4,766
user_68301,5,6,1,4,8,9,6,3,3,4,1,3,2,4,10,1,6,5,1,10,2,10,8,8,6,3,3,8,3,3,1,2,10,7,1,7,6,9,5,7,10,8,5,3,5,7,7,7,6,5,767
user_51739,2,10,5,4,4,10,9,1,6,2,8,2,9,10,8,8,4,5,1,4,5,2,1,5,9,1,3,4,3,3,9,6,6,7,9,2,2,9,8,8,2,9,2,10,2,4,7,10,7,3,767
user_57668,8,9,9,5,4,8,8,8,6,7,8,2,8,7,2,5,5,8,10,7,1,9,9,8,6,8,8,1,8,3,10,10,10,8,7,7,3,6,1,2,4,6,5,5,7,8,2,9,1,4,767
user_85083,5,4,6,5,8,2,6,5,8,2,7,1,5,2,5,9,9,2,4,4,9,9,8,10,3,6,2,8,3,9,7,8,7,2,9,5,8,7,10,6,6,10,3,6,10,6,8,6,1,8,767
user_49366,4,5,1,9,4,1,9,3,10,1,6,1,6,3,5,1,9,9,10,8,2,3,8,5,6,10,6,6,5,4,1,7,1,3,4,7,4,1,6,1,5,4,9,1,6,1,7,6,5,6,768
user_28230,8,1,4,8,8,1,4,1,5,1,6,6,9,3,10,5,3,3,5,2,3,5,5,10,9,4,6,8,3,5,8,10,10,3,7,4,9,8,2,2,10,1,4,6,3,5,2,10,7,3,768
user_13146,6,10,4,7,6,10,4,1,6,9,7,9,10,5,4,2,3,6,7,4,10,6,4,2,10,10,9,9,5,4,4,2,3,10,5,6,5,5,2,8,1,1,1,5,1,2,1,5,1,5,768
user_62578,9,7,8,8,2,8,5,1,1,4,8,10,4,5,8,9,7,2,8,8,10,10,4,5,10,6,1,7,9,8,9,3,3,5,1,10,10,9,2,3,9,2,10,1,4,1,6,7,1,9,768
user_18248,1,3,4,9,6,2,3,4,7,4,2,9,9,9,5,2,8,2,9,8,1,8,3,1,10,5,8,9,10,1,8,9,10,1,9,2,9,4,4,9,1,5,1,9,4,5,9,4,5,5,768
user_2793,6,9,7,1,4,1,3,5,2,9,2,2,6,4,6,9,7,2,10,2,1,3,9,7,1,3,5,8,5,9,7,10,7,4,9,7,10,1,3,6,5,5,8,5,10,1,4,10,10,5,768
user_43549,6,8,2,7,1,8,2,1,3,3,1,1,6,6,1,2,1,9,8,7,2,3,7,1,8,7,2,7,2,6,2,8,10,9,10,3,6,7,3,2,8,10,5,8,9,7,10,5,6,2,768
user_37856,6,4,5,7,1,8,2,4,8,8,3,1,4,7,8,5,7,7,10,2,2,2,3,4,9,5,7,8,6,4,1,5,1,10,3,1,2,4,3,9,1,8,5,5,5,2,4,7,4,4,768
user_99256,9,1,8,4,8,10,8,9,4,8,9,4,2,3,2,7,6,5,5,1,6,1,3,5,9,9,2,1,10,1,4,5,3,6,5,2,4,5,10,8,7,6,10,7,2,1,1,4,1,2,769
user_26476,1,7,3,4,7,6,1,8,10,9,1,1,7,6,5,5,10,9,9,2,4,10,9,6,10,1,7,4,5,2,3,9,1,3,2,4,6,1,5,5,9,9,7,2,9,5,4,2,6,8,769
user_74602,7,9,9,1,2,4,5,1,9,2,1,7,4,2,2,10,1,2,6,5,2,3,3,2,10,8,10,7,1,9,6,7,7,4,8,5,9,7,6,4,9,1,9,7,3,9,1,10,10,10,769
user_51665,2,3,9,1,3,7,8,5,7,5,7,5,2,8,6,10,10,4,10,5,1,4,8,10,10,7,7,6,3,9,8,2,1,2,3,3,10,9,9,1,1,1,2,8,6,1,10,7,4,2,769
user_11552,9,8,7,7,10,9,1,5,4,4,5,4,8,5,9,7,10,1,6,4,6,6,3,5,7,1,4,1,3,9,1,9,9,5,7,1,8,6,4,7,6,8,7,5,1,7,1,3,6,9,770
user_11042,5,3,3,9,3,10,7,5,5,4,8,5,9,10,4,9,10,8,2,7,6,10,2,4,6,10,2,2,2,2,4,4,10,3,3,5,6,10,1,9,6,6,6,5,5,10,7,6,6,2,770
user_85013,1,4,9,2,1,4,2,6,8,4,5,1,7,2,7,8,4,4,1,10,1,9,10,7,5,8,9,2,4,8,6,6,3,2,10,7,6,5,5,7,6,3,9,3,3,10,5,7,8,2,770
user_1965,3,6,7,4,6,3,3,10,3,2,6,3,4,10,6,5,10,6,3,4,9,3,1,7,4,10,9,9,2,8,10,4,10,6,2,5,1,4,10,2,9,6,4,9,10,8,5,7,7,4,770
user_22502,8,8,5,3,10,5,5,3,10,2,7,6,5,2,6,6,1,4,5,8,5,4,4,1,9,2,7,1,10,2,3,8,6,2,8,9,10,6,10,9,4,7,10,10,8,2,3,7,1,2,771
user_46340,6,2,10,10,7,10,3,2,3,3,2,4,9,6,4,4,7,8,4,6,4,6,7,3,5,6,10,4,4,5,5,5,8,9,7,1,2,1,2,5,2,5,8,8,7,7,6,5,1,5,771
user_74755,4,4,7,3,9,3,8,3,5,1,8,2,2,7,10,7,9,8,8,5,4,2,5,5,7,8,5,4,4,10,10,2,10,5,7,6,8,10,5,4,5,10,7,5,6,6,1,10,9,4,772
user_96503,2,9,7,5,5,2,6,8,3,5,9,6,8,10,3,6,1,3,1,2,5,5,5,8,5,5,7,9,3,9,9,2,5,4,3,6,6,1,10,4,8,3,6,3,5,9,9,9,4,1,772
user_72258,10,3,3,3,9,10,8,10,2,1,3,4,1,5,10,3,9,5,6,1,4,10,8,4,10,4,7,1,7,4,5,8,9,2,7,6,2,4,4,5,1,4,5,9,5,5,8,6,4,2,772
user_26372,8,5,2,5,2,8,3,1,6,7,4,8,1,8,6,1,10,3,5,9,3,7,10,10,5,10,6,1,6,3,1,8,7,3,1,7,7,1,9,2,4,9,4,6,10,2,6,4,1,10,772
user_23741,4,7,3,7,9,9,4,3,3,9,2,7,5,2,8,4,2,10,10,7,3,7,10,5,8,6,2,8,8,5,10,10,3,3,8,8,10,8,9,2,10,8,5,7,5,2,10,9,4,6,773
user_64743,7,10,2,8,9,8,4,4,2,10,7,6,1,1,5,7,2,4,8,8,8,5,4,10,8,6,6,1,9,2,9,5,2,3,1,3,1,6,3,6,2,2,1,4,9,7,6,8,2,10,773
user_68844,10,8,4,3,10,3,1,2,2,1,3,3,1,8,1,5,1,8,2,5,8,7,1,4,5,7,2,5,6,6,6,7,4,4,9,8,8,7,2,9,2,9,3,6,9,7,3,1,6,6,773
user_64926,8,5,6,5,8,1,1,6,6,2,7,5,8,8,2,10,3,3,3,8,2,5,6,7,4,1,8,4,2,2,1,5,7,7,5,2,9,2,9,1,7,9,3,9,9,3,2,9,2,4,773
user_61816,8,7,10,6,3,10,6,3,7,2,4,7,8,4,3,4,10,10,4,4,6,1,1,4,8,2,4,7,8,10,1,3,8,7,1,10,1,10,4,2,4,2,7,9,3,7,4,9,4,1,773
user_78323,2,3,10,5,6,5,8,2,7,1,7,9,9,7,9,3,1,5,9,10,9,7,8,8,5,2,10,5,6,1,6,9,7,6,1,9,9,2,10,7,2,1,5,5,6,7,1,6,4,3,773
user_59203,8,5,7,4,8,8,8,3,9,5,5,6,9,6,2,3,1,1,5,5,7,8,6,3,8,5,3,1,2,7,6,8,7,8,4,10,10,2,10,3,10,2,3,5,6,3,10,10,6,10,773
user_26699,9,8,8,5,10,4,8,9,10,8,6,7,5,6,7,10,6,10,5,9,1,2,3,3,3,5,2,4,6,8,6,3,10,3,2,7,1,1,1,9,6,3,8,2,7,5,6,3,9,7,773
user_4109,3,9,10,6,6,6,5,1,7,1,5,10,3,2,8,3,5,3,8,8,1,4,7,10,6,3,8,7,4,10,8,1,10,8,7,9,3,7,3,2,10,6,9,9,3,8,10,3,1,10,774
user_14191,3,4,1,9,10,5,4,9,6,9,6,8,6,10,3,6,7,7,4,4,5,7,3,7,3,6,4,3,5,9,2,1,5,3,3,8,1,2,9,4,1,6,5,2,2,2,6,2,3,1,774
user_50751,5,8,6,4,5,3,7,2,1,5,6,2,8,4,2,7,7,10,5,10,9,4,7,3,2,10,8,9,1,2,9,7,5,3,2,10,6,8,5,5,3,8,3,4,10,5,6,2,2,7,775
user_93012,4,1,8,7,1,8,7,10,6,8,10,9,9,7,6,4,7,10,8,10,9,10,2,9,1,10,3,6,5,4,9,10,6,10,10,8,4,8,9,9,4,3,4,8,4,1,6,9,3,10,775
user_84599,9,3,7,7,4,10,1,9,2,7,10,7,9,8,10,7,6,7,2,9,2,6,6,10,10,6,4,3,7,3,5,6,7,2,6,9,4,8,1,7,9,9,8,4,7,2,3,1,8,9,776
user_69707,1,10,3,10,4,2,1,9,7,5,2,6,4,1,9,2,5,1,5,3,5,9,2,2,8,1,2,10,10,10,5,4,5,7,8,3,10,6,10,1,8,7,6,3,8,9,2,9,2,3,776
user_58532,7,1,3,4,1,10,1,5,6,9,4,6,1,1,8,10,9,2,9,4,9,1,4,1,3,7,6,4,5,8,9,4,3,10,6,3,1,5,4,5,10,8,4,8,5,2,7,2,2,2,777
user_25023,6,3,2,7,7,8,6,4,4,9,3,10,4,6,5,7,8,3,5,6,1,4,1,4,7,6,5,8,7,6,6,3,7,1,9,10,10,7,5,4,1,4,4,9,1,9,4,3,6,10,777
user_95218,6,6,2,7,9,8,6,6,8,7,7,5,1,1,7,4,7,7,9,5,5,4,5,6,6,8,5,4,5,3,9,10,3,9,7,10,3,5,3,9,5,7,8,4,3,1,5,2,8,7,778
user_26316,7,10,10,2,2,2,8,6,6,7,6,2,3,3,5,1,9,5,6,8,2,8,1,2,6,5,5,10,6,10,8,4,8,7,9,8,8,2,2,2,3,9,2,10,9,4,7,3,2,10,778
user_68502,7,10,9,4,7,2,4,9,5,5,9,6,10,3,2,1,1,10,6,7,6,4,3,1,4,7,7,3,4,3,6,1,9,1,1,6,10,3,10,8,9,9,4,8,2,2,6,6,1,4,779
user_81352,6,10,10,10,5,9,5,4,1,10,1,2,7,8,6,3,3,2,9,6,7,5,4,4,6,5,1,5,4,6,8,2,2,3,5,1,1,10,5,4,3,3,9,8,10,4,6,10,3,10,779
user_35627,6,9,1,6,9,3,2,4,2,4,10,6,1,8,1,6,6,9,1,9,4,9,6,2,7,9,9,1,1,5,8,5,6,8,6,8,9,4,6,7,4,4,2,4,4,9,5,7,7,1,779
user_41375,9,2,6,10,1,6,8,4,4,4,7,5,10,1,5,9,10,1,2,2,6,5,4,2,4,3,8,8,9,6,4,3,2,8,10,4,3,2,5,6,9,4,3,2,4,6,1,2,5,5,779
