user_id,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,groupId
user_17872,5,1,7,1,7,4,2,10,3,10,303
user_44842,2,7,8,7,7,2,9,3,7,9,303
user_37970,9,2,5,4,8,8,8,3,9,10,303
user_60462,6,7,10,2,8,5,2,9,8,9,303
user_57999,3,3,9,3,9,6,3,7,9,2,303
user_73506,6,10,5,4,10,8,10,4,2,1,304
user_35569,8,7,3,7,4,9,2,2,6,6,304
user_76261,7,8,3,8,6,2,6,8,6,6,304
user_98912,6,10,4,3,5,6,5,6,4,9,304
user_37703,3,1,9,1,9,4,8,5,8,10,304
user_23760,5,4,1,5,1,8,5,2,8,2,304
user_50153,10,8,1,5,4,10,5,7,9,5,304
user_61670,3,2,6,10,3,8,5,6,2,3,304
user_12797,1,9,8,9,5,5,4,10,4,7,305
user_40599,6,10,6,7,5,5,3,1,4,1,305
user_82789,5,9,6,8,5,8,8,6,8,3,305
user_25188,7,4,7,3,10,5,3,1,5,10,305
user_94453,6,3,10,3,9,5,6,6,7,4,305
user_33840,3,3,6,1,1,1,7,6,1,6,305
user_36737,10,2,6,8,10,5,1,5,5,6,305
user_20662,6,2,4,2,5,10,2,4,10,10,305
user_17105,8,8,1,5,6,3,5,6,6,1,306
user_89508,4,8,3,10,2,7,2,8,7,1,306
user_13418,10,1,8,4,6,9,2,9,7,6,306
user_89906,1,3,4,7,7,3,3,10,4,3,306
user_41785,4,10,7,6,2,1,6,7,5,4,307
user_17783,3,3,5,8,7,2,2,5,1,2,307
user_97349,5,5,5,6,10,8,3,1,4,5,307
user_55668,3,1,4,10,9,8,9,9,6,4,307
user_62249,4,9,4,1,10,9,8,9,1,2,307
user_53218,9,7,5,1,3,1,8,9,6,1,307
user_43650,3,3,6,4,7,5,4,4,9,8,307
user_59895,4,7,7,4,6,9,1,5,5,10,307
user_50011,6,1,5,9,5,6,1,4,2,6,308
user_74162,8,6,3,1,1,10,1,4,7,10,308
user_12959,4,4,3,4,10,4,3,3,3,3,308
user_92913,6,6,5,7,5,8,3,9,10,6,308
user_45529,4,6,3,9,7,7,5,9,7,8,308
user_21829,10,8,9,7,4,2,10,4,7,6,308
user_54994,9,2,8,9,4,5,7,9,5,9,308
user_72306,10,10,4,3,5,7,5,10,4,3,308
user_46310,6,2,7,10,1,2,2,3,5,3,309
user_72443,9,7,7,10,2,4,1,4,3,3,309
user_99744,9,1,8,3,2,4,6,1,8,6,309
user_74601,6,8,8,7,8,6,5,10,9,1,309
user_93731,3,5,6,2,8,4,10,6,9,6,310
user_45271,4,2,10,7,4,1,6,1,8,2,310
user_71033,8,8,5,4,8,1,5,7,9,4,310
user_91942,6,5,5,3,4,1,2,4,7,1,310
user_99906,1,7,10,1,4,5,8,9,3,9,311
user_14383,4,10,7,1,5,4,2,2,10,9,311
user_51906,1,3,1,1,1,5,6,7,4,10,311
user_83080,10,5,7,1,1,1,10,2,3,2,311
user_19014,4,3,4,8,3,5,2,4,2,5,312
user_54106,2,6,7,10,1,6,7,4,6,4,312
user_91333,1,1,1,9,9,9,9,10,6,3,312
user_94608,3,2,9,5,1,3,2,8,3,3,312
user_86533,3,9,1,1,4,3,4,1,9,3,312
user_12709,7,9,1,3,7,10,6,9,9,6,312
user_16796,10,7,1,7,3,6,8,8,5,2,312
user_13673,1,8,7,1,7,5,4,8,2,8,312
user_30440,5,6,4,10,7,8,5,8,9,6,313
user_88433,3,1,9,1,10,1,3,9,8,8,313
user_52629,4,4,6,3,6,10,8,8,6,2,313
user_36994,1,5,6,5,2,4,1,10,10,10,313
user_42755,5,8,2,10,4,10,9,1,9,4,313
user_31141,10,10,6,4,4,10,5,7,7,1,313
user_59373,8,10,7,9,4,3,2,7,9,1,313
user_60585,2,1,10,7,6,10,6,7,5,8,313
user_13233,9,2,9,5,8,3,1,7,2,3,314
user_49987,1,5,1,8,7,6,2,4,8,3,314
user_71334,10,4,7,3,3,1,5,5,1,5,314
user_91266,2,9,4,3,4,4,5,8,8,9,314
user_22500,8,1,3,1,9,3,9,5,1,9,315
user_85575,8,9,2,1,2,10,9,8,7,6,315
user_87810,6,8,2,9,6,9,6,1,3,5,316
user_58836,10,8,2,2,9,7,5,1,7,7,316
user_37890,1,1,6,5,3,1,8,3,3,8,316
user_14123,6,8,5,9,7,4,9,4,2,6,316
user_13341,1,1,10,10,5,5,3,7,3,5,317
user_69789,6,10,10,10,8,4,8,3,6,7,317
user_41254,5,6,1,7,4,4,2,9,4,7,317
user_84223,2,7,7,1,7,4,4,9,7,2,317
user_65730,3,1,2,9,3,6,6,5,5,8,318
user_57168,6,3,2,4,2,6,7,2,6,1,318
user_74255,1,7,8,10,3,9,2,7,5,9,319
user_95894,10,2,4,3,5,3,1,9,7,9,319
user_20138,8,5,7,9,6,7,8,4,8,9,319
user_86396,9,6,10,1,9,5,3,8,7,7,319
user_55410,9,3,8,6,5,8,3,7,2,10,320
user_57420,6,8,3,3,9,5,2,10,6,5,320
user_53769,6,3,2,9,1,10,4,1,6,2,320
user_87396,7,2,5,2,10,1,1,9,7,6,320
user_97340,10,9,7,4,8,10,4,9,10,9,320
user_35463,9,8,1,2,1,10,8,7,4,1,320
user_48813,2,8,2,4,3,2,5,9,3,10,320
user_24220,4,8,9,5,6,1,4,8,9,6,320
user_21435,4,1,3,2,4,10,1,6,5,1,321
user_79981,2,10,8,8,6,3,3,8,3,3,321
user_94073,2,10,7,1,7,6,9,5,7,10,322
user_33777,3,5,7,7,7,6,5,7,2,10,322
user_30025,10,9,1,6,2,8,2,9,10,8,323
user_63344,4,5,1,4,5,2,1,5,9,1,323
user_24858,4,3,3,9,6,6,7,9,2,2,323
user_88350,9,8,8,2,9,2,10,2,4,7,323
user_50622,3,7,8,9,9,5,4,8,8,8,324
user_43512,7,8,2,8,7,2,5,5,8,10,324
user_53422,1,9,9,8,6,8,8,1,8,3,324
user_80568,10,8,7,7,3,6,1,2,4,6,324
user_95875,7,8,2,9,1,4,5,4,6,5,324
user_64048,2,6,5,8,2,7,1,5,2,5,324
user_74450,9,2,4,4,9,9,8,10,3,6,324
user_13061,8,3,9,7,8,7,2,9,5,8,324
user_50678,10,6,6,10,3,6,10,6,8,6,325
user_95018,1,8,6,4,5,1,9,4,1,9,325
user_20000,10,1,6,1,6,3,5,1,9,9,325
user_79317,8,2,3,8,5,6,10,6,6,5,325
user_95268,4,1,7,1,3,4,7,4,1,6,325
user_34528,4,9,1,6,1,7,6,5,6,4,325
user_65437,1,4,8,8,1,4,1,5,1,6,325
user_47679,9,3,10,5,3,3,5,2,3,5,325
user_79363,9,4,6,8,3,5,8,10,10,3,326
user_53126,4,9,8,2,2,10,1,4,6,3,326
user_15955,10,7,3,2,6,10,4,7,6,10,326
user_87719,1,6,9,7,9,10,5,4,2,3,326
user_52361,4,10,6,4,2,10,10,9,9,5,327
user_33662,4,2,3,10,5,6,5,5,2,8,327
user_37518,1,2,1,5,1,5,8,9,7,8,327
user_64221,2,8,5,1,1,4,8,10,4,5,327
user_73697,7,2,8,8,10,10,4,5,10,6,328
user_54774,9,8,9,3,3,5,1,10,10,9,328
user_10104,3,9,2,10,1,4,1,6,7,1,328
user_69321,3,1,3,4,9,6,2,3,4,7,328
user_14236,9,9,9,5,2,8,2,9,8,1,329
user_64919,3,1,10,5,8,9,10,1,8,9,329
user_73940,2,9,4,4,9,1,5,1,9,4,330
user_36128,9,4,5,5,1,6,9,7,1,4,330
user_89197,3,5,2,9,2,2,6,4,6,9,330
user_79187,2,1,3,9,7,1,3,5,8,5,330
user_54683,10,7,4,9,7,10,1,3,6,5,330
user_37952,8,5,10,1,4,10,10,5,6,6,330
user_62752,2,7,1,8,2,1,3,3,1,1,330
user_46844,6,1,2,1,9,8,7,2,3,7,330
user_64518,7,2,7,2,6,2,8,10,9,10,331
user_20980,6,7,3,2,8,10,5,8,9,7,331
user_35479,6,2,5,6,4,5,7,1,8,2,332
user_30473,8,8,3,1,4,7,8,5,7,7,332
user_13354,2,2,3,4,9,5,7,8,6,4,332
user_40632,1,10,3,1,2,4,3,9,1,8,332
user_41655,5,2,4,7,4,4,7,9,1,8,332
user_60581,10,8,9,4,8,9,4,2,3,2,332
user_43841,5,5,1,6,1,3,5,9,9,2,332
user_29544,5,3,6,5,2,4,5,10,8,7,332
user_78388,7,2,1,1,4,1,2,4,1,7,333
user_56915,6,1,8,10,9,1,1,7,6,5,333
user_36269,10,9,9,2,4,10,9,6,10,1,333
user_56639,4,5,2,3,9,1,3,2,4,6,333
user_98269,5,5,9,9,7,2,9,5,4,2,334
user_46020,8,9,7,9,9,1,2,4,5,1,334
user_12899,1,7,4,2,2,10,1,2,6,5,335
user_25173,2,10,8,10,7,1,9,6,7,7,335
user_32389,8,5,9,7,6,4,9,1,9,7,335
user_18405,9,1,10,10,10,7,2,3,9,1,335
user_51946,8,5,7,5,7,5,2,8,6,10,335
user_32332,10,5,1,4,8,10,10,7,7,6,335
user_88571,3,9,8,2,1,2,3,3,10,9,335
user_67642,1,1,1,2,8,6,1,10,7,4,335
user_57788,2,9,8,7,7,10,9,1,5,4,336
user_35126,4,8,5,9,7,10,1,6,4,6,336
user_98922,3,5,7,1,4,1,3,9,1,9,337
user_39117,7,1,8,6,4,7,6,8,7,5,337
user_54009,1,3,6,9,2,5,3,3,9,3,337
user_52815,5,5,4,8,5,9,10,4,9,10,337
user_11302,7,6,10,2,4,6,10,2,2,2,338
user_30668,4,10,3,3,5,6,10,1,9,6,338
user_43172,5,5,10,7,6,6,2,1,4,9,338
user_31876,2,6,8,4,5,1,7,2,7,8,338
user_97561,4,4,1,10,1,9,10,7,5,8,338
user_94477,4,8,6,6,3,2,10,7,6,5,338
user_34679,7,6,3,9,3,3,10,5,7,8,338
user_11537,1,3,6,7,4,6,3,3,10,3,338
user_44141,3,4,10,6,5,10,6,3,4,9,339
user_20948,1,7,4,10,9,9,2,8,10,4,339
user_46201,2,5,1,4,10,2,9,6,4,9,340
user_78851,8,5,7,7,4,3,3,8,8,5,340
user_24205,10,5,5,3,10,2,7,6,5,2,340
user_43954,1,4,5,8,5,4,4,1,9,2,340
user_81724,2,3,8,6,2,8,9,10,6,10,340
user_70818,4,7,10,10,8,2,3,7,1,2,340
user_12139,10,10,7,10,3,2,3,3,2,4,340
user_74687,6,4,4,7,8,4,6,4,6,7,340
user_87860,5,6,10,4,4,5,5,5,8,9,341
user_57598,1,2,1,2,5,2,5,8,8,7,341
user_43403,5,1,5,8,10,4,4,7,3,9,342
user_90831,8,3,5,1,8,2,2,7,10,7,342
user_97446,9,8,8,5,4,2,5,5,7,8,342
user_36496,4,4,10,10,2,10,5,7,6,8,342
user_39243,4,5,10,7,5,6,6,1,10,9,343
user_27890,2,9,7,5,5,2,6,8,3,5,343
user_48206,8,10,3,6,1,3,1,2,5,5,343
user_37710,8,5,5,7,9,3,9,9,2,5,343
user_96440,4,3,6,6,1,10,4,8,3,6,343
user_98236,3,5,9,9,9,4,1,9,10,3,343
user_20221,3,9,10,8,10,2,1,3,4,1,343
user_38495,10,3,9,5,6,1,4,10,8,4,343
user_33114,7,1,7,4,5,8,9,2,7,6,344
user_12154,4,4,5,1,4,5,9,5,5,8,344
user_47147,4,2,4,8,5,2,5,2,8,3,344
user_45386,7,4,8,1,8,6,1,10,3,5,344
user_18325,7,10,10,5,10,6,1,6,3,1,344
user_95536,7,3,1,7,7,1,9,2,4,9,344
user_27171,6,10,2,6,4,1,10,3,4,7,344
user_24242,7,9,9,4,3,3,9,2,7,5,344
user_85633,8,4,2,10,10,7,3,7,10,5,345
user_59848,6,2,8,8,5,10,10,3,3,8,345
user_78747,8,9,2,10,8,5,7,5,2,10,346
user_30199,6,8,7,10,2,8,9,8,4,4,346
user_96143,2,10,7,6,1,1,5,7,2,4,346
user_65201,8,5,4,10,8,6,6,1,9,2,346
user_10032,3,1,3,1,6,3,6,2,2,1,347
user_32397,9,7,6,8,2,10,9,10,8,4,347
user_21649,10,3,1,2,2,1,3,3,1,8,347
user_36036,1,8,2,5,8,7,1,4,5,7,347
user_39041,6,6,6,7,4,4,9,8,8,7,347
user_73399,2,9,3,6,9,7,3,1,6,6,347
user_64926,8,5,6,5,8,1,1,6,6,2,347
user_58001,5,8,8,2,10,3,3,3,8,2,347
user_46613,7,4,1,8,4,2,2,1,5,7,348
user_83926,7,5,2,9,2,9,1,7,9,3,348
user_74668,9,3,2,9,2,4,8,8,7,10,348
user_23816,10,6,3,7,2,4,7,8,4,3,348
user_76016,10,4,4,6,1,1,4,8,2,4,349
user_56600,8,10,1,3,8,7,1,10,1,10,349
user_16373,4,2,7,9,3,7,4,9,4,1,350
user_78323,2,3,10,5,6,5,8,2,7,1,350
user_71997,9,7,9,3,1,5,9,10,9,7,351
user_66512,8,5,2,10,5,6,1,6,9,7,351
user_46209,1,9,9,2,10,7,2,1,5,5,351
user_44013,7,1,6,4,3,8,8,5,7,4,351
user_58616,8,8,3,9,5,5,6,9,6,2,352
user_90705,1,5,5,7,8,6,3,8,5,3,352
user_56776,6,8,7,8,4,10,10,2,10,3,352
user_78197,2,3,5,6,3,10,10,6,10,4,352
user_67504,8,8,5,10,4,8,9,10,8,6,352
user_50589,5,6,7,10,6,10,5,9,1,2,352
user_24985,3,3,5,2,4,6,8,6,3,10,352
user_25279,2,7,1,1,1,9,6,3,8,2,352
user_55188,5,6,3,9,7,2,1,3,9,10,353
user_44275,6,6,5,1,7,1,5,10,3,2,353
user_23921,5,3,8,8,1,4,7,10,6,3,353
user_59399,7,4,10,8,1,10,8,7,9,3,353
user_51628,3,2,10,6,9,9,3,8,10,3,353
user_75010,2,3,4,1,9,10,5,4,9,6,353
user_66982,6,8,6,10,3,6,7,7,4,4,353
user_39802,7,3,7,3,6,4,3,5,9,2,353
user_41945,3,3,8,1,2,9,4,1,6,5,354
user_13383,2,2,6,2,3,1,3,7,5,8,354
user_27388,5,3,7,2,1,5,6,2,8,4,355
user_13121,7,7,10,5,10,9,4,7,3,2,355
user_77781,8,9,1,2,9,7,5,3,2,10,355
user_46903,8,5,5,3,8,3,4,10,5,6,355
