user_id,item_1,item_2,item_3,item_4,item_5,groupId
user_20537,1,4,3,9,9,15
user_84241,4,9,9,9,1,16
user_14136,3,9,8,7,7,16
user_10300,9,8,9,5,3,16
user_65076,7,10,7,7,8,16
user_49238,4,8,3,2,2,16
user_52111,5,3,7,1,6,16
user_50314,6,9,4,3,10,16
user_29495,10,8,10,9,9,16
user_10800,9,6,3,5,3,17
user_92918,8,5,7,6,3,17
user_98756,5,3,1,9,3,17
user_74948,5,5,7,7,9,17
user_52561,10,10,7,10,9,17
user_69707,10,2,3,5,1,17
user_71144,2,3,3,9,6,17
user_97747,7,4,3,10,6,17
user_17659,10,4,2,2,8,18
user_28889,6,6,9,7,3,18
user_54031,8,3,6,4,6,18
user_85942,5,7,3,2,7,18
user_60806,1,10,4,10,9,18
user_13479,3,3,10,9,1,18
user_16113,6,3,3,3,3,18
user_98716,4,6,6,3,4,18
user_31292,5,9,10,10,2,19
user_23225,2,2,6,10,3,19
user_91944,2,8,7,9,4,19
user_74516,9,2,4,9,5,19
user_41067,8,7,2,2,5,20
user_82902,9,8,6,5,3,20
user_22199,2,6,6,6,5,20
user_16213,10,4,7,9,10,20
user_19860,10,6,2,3,8,20
user_15187,6,8,4,8,4,20
user_11075,3,6,9,7,10,20
user_19898,3,6,9,2,5,20
user_35597,8,4,8,10,4,21
user_90979,5,1,5,1,7,21
user_25289,5,1,3,6,9,21
user_26583,7,2,7,7,8,21
user_18320,2,4,6,8,1,22
user_56424,8,4,8,10,6,22
user_40902,2,4,2,5,2,23
user_78574,7,2,2,6,4,23
user_33185,7,5,4,6,1,24
user_72911,5,8,6,3,2,24
user_55341,7,10,10,2,8,24
user_23393,10,6,5,5,2,24
user_78616,6,8,1,2,7,25
user_68643,8,8,7,1,5,25
user_35305,1,10,3,1,2,26
user_44593,6,9,1,4,10,26
user_38975,5,5,1,1,2,26
user_95184,5,3,9,1,9,26
user_39701,7,7,6,6,8,26
user_75004,7,10,10,9,4,26
user_86048,6,9,4,9,10,26
user_94770,7,5,4,2,1,26
user_26409,1,3,10,6,6,27
user_61549,7,5,6,1,10,27
user_64909,1,1,10,10,7,28
user_64832,1,6,9,8,9,28
user_18387,5,3,7,4,1,28
user_71146,10,1,3,5,5,28
user_89569,9,3,2,7,4,29
user_57335,1,8,10,1,3,29
user_35408,1,4,6,4,10,30
user_60535,7,4,5,4,9,30
user_80447,10,10,3,4,5,30
user_89564,10,6,7,8,7,30
user_24384,10,3,8,9,8,30
user_21843,3,2,1,2,4,30
user_69361,9,2,2,6,6,30
user_92308,10,8,5,10,2,30
user_82405,6,6,9,5,6,31
user_39066,2,6,9,5,3,31
user_17114,6,5,3,7,3,32
user_41386,9,10,8,1,6,32
user_19253,10,5,3,4,9,33
user_13836,10,6,8,9,3,33
user_93400,6,1,8,5,2,33
user_35345,7,5,1,8,9,33
user_86506,7,8,9,1,4,34
user_63804,7,9,1,10,2,34
user_20061,10,6,2,8,6,34
user_13372,6,10,4,7,2,34
user_93786,7,3,6,8,7,34
user_44326,7,10,3,8,2,34
user_46392,1,5,6,4,6,34
user_58727,4,1,10,9,7,34
user_38911,5,10,1,7,6,35
user_97249,7,1,8,5,10,35
user_11772,7,3,7,10,2,35
user_43431,3,3,9,4,8,35
user_99133,2,9,9,1,8,35
user_82589,4,1,8,2,7,35
user_49732,10,3,1,7,5,35
user_54534,1,3,2,10,6,35
user_91211,5,8,10,3,1,36
user_47558,1,8,4,2,7,36
user_81900,8,5,4,1,6,36
user_57910,6,6,5,8,4,36
user_63367,3,4,8,6,9,36
user_29916,1,10,9,6,4,36
user_15839,10,1,2,3,9,36
user_63543,2,7,10,6,5,36
user_17938,10,5,1,2,1,37
user_87842,6,9,6,7,9,37
user_92964,10,7,2,5,2,37
user_82779,3,4,9,6,1,37
user_47405,1,6,4,7,5,37
user_83981,8,7,9,8,10,37
user_41766,1,2,8,10,7,37
user_83989,4,3,2,2,9,37
user_34098,8,2,2,9,4,38
user_58427,7,3,4,6,7,38
user_75204,6,5,6,6,5,39
user_74369,2,9,4,9,5,39
user_35186,5,5,9,10,6,39
user_23019,4,2,6,4,6,39
user_40412,9,5,3,9,4,39
user_84066,4,4,7,2,5,39
user_78517,7,2,10,9,2,39
user_27232,7,1,6,4,4,39
user_75673,3,7,10,3,1,40
user_41874,3,3,5,7,7,40
user_88481,5,1,2,10,10,40
user_47385,9,10,6,6,1,40
user_15590,8,6,2,4,9,40
user_46259,8,9,1,7,4,40
user_68807,8,4,2,5,5,40
user_89635,10,6,10,8,5,40
user_31811,4,2,2,9,6,41
user_59358,6,6,9,8,1,41
user_56517,9,7,10,5,6,42
user_15716,9,3,10,4,2,42
user_96298,6,4,7,6,10,42
user_97054,9,2,6,8,9,42
user_69757,3,7,3,1,6,43
user_31432,9,4,8,9,9,43
user_29071,3,3,8,1,9,44
user_87432,3,10,6,5,1,44
user_14159,3,1,7,9,8,45
user_79884,3,7,2,8,8,45
user_56002,5,8,3,10,8,46
user_16601,8,7,4,9,2,46
user_78196,3,5,4,5,4,47
user_39346,7,8,2,1,3,47
user_21523,7,6,10,2,10,48
user_85450,2,1,3,2,10,48
user_96725,3,7,4,10,10,48
user_83483,8,2,7,2,2,48
user_53652,2,5,10,9,2,48
user_74428,6,5,1,9,5,48
user_69904,1,2,10,7,7,48
user_67368,1,5,4,2,9,48
user_70665,5,8,5,7,9,49
user_46758,10,6,1,10,6,49
user_37630,7,2,6,9,9,50
user_41441,9,2,10,2,10,50
user_30422,4,5,3,8,2,51
user_99669,10,5,4,9,8,51
user_87647,1,3,3,7,9,51
user_88277,3,9,7,1,5,51
user_44146,8,10,2,3,10,52
user_69265,10,5,2,8,1,52
user_72023,3,1,4,1,4,53
user_40816,9,4,2,7,10,53
user_76820,3,7,8,2,3,53
user_48973,8,7,8,2,1,53
user_41238,7,9,5,7,6,53
user_29682,1,6,5,9,7,53
user_35363,3,2,4,4,10,53
user_47325,7,2,4,10,8,53
user_99575,5,3,10,9,9,54
user_31929,10,8,1,6,3,54
user_79385,10,4,9,4,1,55
user_80210,10,4,3,2,9,55
user_17091,2,8,4,1,10,56
user_60759,6,6,3,5,9,56
user_64446,7,4,2,9,4,56
user_77068,4,10,9,3,9,56
user_45013,3,9,1,3,7,56
user_81884,6,2,6,2,4,56
user_89478,8,3,7,3,8,56
user_99096,5,8,3,3,5,56
user_73401,5,7,4,8,10,57
user_74520,6,9,1,7,7,57
user_42363,1,3,2,1,2,58
user_19723,8,8,4,7,5,58
user_13784,3,9,4,10,10,59
user_69593,9,7,1,4,10,59
user_19039,1,7,4,9,9,59
user_38296,8,8,3,1,4,59
user_18675,1,10,2,5,7,60
user_78949,7,4,10,5,9,60
user_81633,1,1,10,5,3,60
user_88292,4,6,3,3,4,60
user_11974,4,7,8,10,10,61
user_57000,6,8,8,7,3,61
user_99018,7,3,8,6,5,61
user_50557,9,10,6,7,4,61
user_47635,2,5,9,2,4,62
user_59742,4,3,8,9,1,62
user_75224,10,1,8,9,6,63
user_25156,1,10,7,1,6,63
user_47483,5,10,8,10,6,63
user_23838,6,2,9,7,10,63
user_53437,8,1,1,6,7,64
user_24977,7,6,5,6,9,64
user_34670,10,9,10,6,4,65
user_87183,1,2,8,3,4,65
user_38927,6,10,6,5,8,66
user_84039,5,7,1,7,5,66
user_69735,3,9,10,8,3,66
user_25112,4,4,8,5,6,66
user_19108,5,1,8,10,5,66
user_25764,4,10,7,7,3,66
user_67848,7,4,4,3,4,66
user_63146,8,5,5,9,8,66
user_81264,5,4,10,5,2,67
user_82719,8,8,6,3,4,67
user_79643,7,5,2,3,8,68
user_27108,6,2,7,7,7,68
user_23353,5,9,9,4,5,68
user_44771,9,7,4,7,3,68
user_68987,5,6,4,10,3,68
user_85613,9,2,8,4,5,68
user_25655,10,6,1,6,7,68
user_42337,8,3,5,10,9,68
user_35814,5,7,8,8,8,69
user_99366,1,8,7,2,6,69
user_85011,2,9,8,1,1,69
user_84365,6,5,9,2,5,69
user_58609,8,3,1,1,5,70
user_68414,7,1,4,8,6,70
user_20580,5,3,10,8,3,70
user_86307,8,10,2,1,7,70
user_93651,3,4,10,8,5,70
user_82303,3,9,5,7,7,70
user_86315,7,5,9,2,4,70
user_45049,4,9,9,7,9,70
user_62594,9,1,7,4,8,71
user_65684,4,7,9,2,9,71
user_24612,8,6,5,2,4,71
user_31097,7,8,7,3,5,71
user_54542,1,8,5,6,1,72
user_28832,3,9,6,7,9,72
user_79186,9,9,10,10,1,72
user_77944,7,5,2,1,4,72
user_39627,10,10,8,4,3,73
user_37968,1,6,10,8,2,73
user_37272,2,4,1,6,2,73
user_99098,6,5,7,8,5,73
user_71716,4,3,7,2,2,74
user_24097,4,1,1,6,8,74
user_62698,5,4,2,10,1,74
user_91147,3,9,4,5,9,74
user_10445,5,9,4,9,7,75
user_11092,9,4,7,9,1,75
user_87938,9,4,10,6,9,75
user_39477,5,5,7,1,1,75
user_31449,6,9,2,5,6,76
user_46602,8,8,1,8,1,76
user_66627,4,4,4,3,1,76
user_15475,5,2,8,5,2,76
user_74686,3,8,3,3,10,76
user_40282,9,5,5,5,3,76
user_48693,3,10,2,5,4,76
user_30292,9,1,8,3,3,76
user_93948,2,7,7,4,7,77
user_50950,5,2,10,5,7,77
user_34459,8,8,4,8,5,77
user_91800,1,10,2,3,9,77
user_81037,9,9,9,4,4,77
user_76542,9,8,4,5,3,77
user_75972,10,10,9,4,10,77
user_66077,9,2,9,2,6,77
user_76977,10,8,7,1,4,78
user_72994,8,7,9,1,3,78
user_75825,9,10,3,1,6,78
user_20400,9,3,7,1,1,78
user_53145,1,8,6,5,9,79
user_94225,2,9,9,6,4,79
user_48543,3,9,6,1,5,79
user_99360,8,4,7,2,5,79
user_30241,8,3,8,7,6,79
user_47539,3,6,10,10,7,79
user_44712,1,4,9,5,2,79
user_24095,2,8,2,3,5,79
user_55505,6,2,3,10,7,80
user_57384,9,3,7,2,1,80
user_49863,8,3,8,1,10,80
user_44267,1,10,2,5,8,80
user_80243,3,5,8,6,10,81
user_24094,4,7,4,7,10,81
user_25480,1,2,10,4,6,81
user_73249,6,7,2,1,9,81
user_39934,5,2,6,2,2,81
user_77830,10,1,4,5,6,81
user_76627,8,4,10,6,2,81
user_42469,10,2,6,5,1,81
user_73223,10,10,3,2,6,82
user_14057,3,10,4,7,6,82
user_98717,10,4,1,7,9,83
user_89455,8,8,1,9,4,83
user_63299,5,7,2,4,2,84
user_31029,8,5,6,7,5,84
user_46270,5,5,7,7,8,85
user_92457,5,3,10,6,8,85
user_54558,9,4,8,8,4,85
user_19831,2,10,6,2,7,85
user_96953,7,4,10,2,1,85
user_91857,7,4,2,3,1,85
user_43907,6,10,10,4,2,85
user_82329,10,9,1,10,10,85
user_16698,10,4,7,9,10,86
user_35358,2,9,10,9,2,86
user_75826,4,9,4,4,1,86
user_54260,2,6,9,3,8,86
user_93523,8,10,4,4,2,86
user_61327,4,6,2,3,5,86
user_55995,9,1,6,6,5,86
user_83437,5,10,7,4,5,86
user_86680,2,1,3,1,4,87
user_66408,2,1,6,2,6,87
user_53280,9,2,7,8,6,88
user_66299,2,10,2,3,10,88
user_69449,8,6,8,10,10,88
user_55172,4,10,7,6,5,88
user_13754,2,1,8,1,6,89
user_70464,10,5,1,2,6,89
user_67805,4,7,9,5,8,89
user_60113,8,6,7,8,6,89
user_74445,7,6,6,3,3,89
user_68851,1,5,6,6,8,89
user_87019,2,8,10,9,6,89
user_91920,1,8,9,8,9,89
user_83024,10,1,4,10,3,90
user_19847,1,5,6,8,6,90
user_11957,10,9,2,10,9,90
user_32122,3,4,10,1,4,90
user_85481,8,9,10,8,8,91
user_69327,10,4,8,2,5,91
user_72267,6,9,5,9,10,91
user_98823,9,8,3,2,9,91
user_29987,4,6,8,10,7,92
user_22756,3,5,5,2,1,92
user_86084,3,3,3,10,1,93
user_58869,9,4,4,5,2,93
user_16031,6,2,2,1,5,94
user_98351,7,3,2,8,5,94
user_38277,9,8,5,4,9,94
user_82766,6,1,10,1,8,94
user_68216,7,10,8,8,8,95
user_53636,8,6,2,7,6,95
user_74591,6,5,9,8,5,95
user_39808,9,2,6,5,5,95
user_37741,4,8,10,4,6,95
user_31969,2,1,6,5,10,95
user_64667,2,5,8,6,5,95
user_70023,9,3,7,7,4,95
user_29401,1,9,3,10,1,96
user_65953,3,8,3,10,1,96
user_76579,7,10,7,6,8,97
user_49016,8,8,4,9,2,97
user_90471,3,6,3,10,1,97
user_35959,9,4,8,8,3,97
user_40500,5,1,10,9,7,98
user_82110,4,5,8,1,3,98
user_28803,2,10,5,5,6,98
user_39595,8,3,7,2,4,98
user_71000,1,3,6,9,9,99
user_60299,10,10,7,3,4,99
user_33267,4,6,9,2,2,99
user_28091,7,8,7,7,4,99
user_74640,8,3,4,6,3,100
user_12366,2,2,1,8,8,100
user_49027,4,2,10,10,10,100
user_98514,5,8,10,7,10,100
user_60553,2,7,3,5,3,101
user_36089,10,3,10,6,10,101
user_94545,6,3,7,3,3,102
user_11132,9,6,3,2,3,102
user_24472,8,4,5,1,5,102
user_93763,2,4,3,2,9,102
user_50027,6,8,7,2,5,102
user_13731,6,3,9,5,3,102
user_16071,7,7,1,2,9,102
user_45544,1,1,10,7,4,102
user_39577,3,4,3,6,2,103
user_65622,3,5,1,7,1,103
user_56077,4,2,10,3,10,103
user_32569,6,2,7,8,7,103
user_10272,9,3,7,9,3,104
user_84437,5,9,2,5,4,104
user_61777,8,8,3,9,10,104
user_69533,1,8,6,7,10,104
user_65848,5,2,9,8,9,105
user_36960,7,3,3,9,3,105
user_42793,3,7,9,2,9,106
user_44631,10,5,4,10,8,106
user_75708,4,2,1,5,8,106
user_51239,3,7,4,9,2,106
user_10191,6,6,10,7,8,106
user_24627,8,6,2,6,8,106
user_48988,6,6,10,4,3,106
user_38824,6,5,6,4,9,106
user_19787,1,9,1,9,4,107
user_91919,8,5,8,10,3,107
user_38452,4,1,5,1,8,107
user_40452,2,8,2,7,10,107
user_92195,1,5,4,10,5,108
user_54200,9,5,8,3,2,108
user_97615,10,3,8,5,6,108
user_18684,10,2,1,9,8,108
user_36562,5,4,10,4,7,109
user_36201,5,6,10,6,7,109
user_38239,5,3,1,4,1,109
user_88879,10,5,9,6,8,109
user_89480,5,8,8,6,8,109
user_24973,3,7,4,7,3,109
user_79354,5,3,1,5,10,109
user_35817,6,3,10,3,9,109
user_33832,6,6,7,4,5,110
user_22932,3,6,1,1,1,110
user_53553,6,1,6,5,10,110
user_15694,6,8,10,5,1,110
user_93568,5,5,6,3,6,110
user_14314,4,2,5,10,2,110
user_25705,10,10,5,1,2,110
user_87120,8,8,1,5,6,110
user_38934,6,6,1,4,8,111
user_19386,10,2,7,2,8,111
user_91515,1,8,2,10,1,112
user_91606,8,4,6,9,2,112
user_71779,7,6,1,3,4,112
user_55343,7,3,3,10,4,112
user_78907,5,4,10,7,6,113
user_90743,1,6,7,5,4,113
user_24375,3,5,8,7,2,114
user_11085,5,1,2,5,5,114
user_41635,6,10,8,3,1,115
user_26753,5,1,7,3,1,115
user_31897,10,9,8,9,9,115
user_48519,4,8,4,9,4,115
user_80036,9,8,9,1,2,115
user_99922,7,9,7,5,1,115
user_19374,1,8,9,6,1,115
user_34881,6,3,3,6,4,115
user_92736,5,4,4,9,8,116
user_58539,8,4,7,7,4,116
user_48818,9,1,5,5,10,116
user_90095,6,6,1,5,9,116
user_44207,1,4,2,6,9,117
user_62211,6,3,1,1,10,117
user_30272,7,10,2,4,4,117
user_23104,4,10,4,3,3,117
user_17637,5,6,6,5,7,118
user_38946,8,3,9,10,6,118
user_61972,6,4,6,3,9,119
user_57943,7,5,9,7,8,119
user_79966,8,9,7,4,2,120
user_75076,4,7,6,1,7,120
user_68225,2,8,9,4,5,121
user_93247,7,9,5,9,1,121
user_52380,9,10,10,4,3,121
user_37641,7,5,10,4,3,121
user_64192,6,6,2,7,10,121
user_87091,1,2,2,3,5,121
user_24176,9,9,7,7,10,121
user_11600,4,1,4,3,3,121
user_71077,1,8,3,2,4,122
user_43518,1,8,6,9,6,122
user_64998,8,7,8,6,5,122
user_82644,9,1,5,1,3,122
user_33804,6,2,8,4,10,122
user_44629,9,6,6,4,2,122
user_82261,7,4,1,6,1,122
user_58862,2,3,9,8,8,122
user_33139,8,1,5,7,9,123
user_98763,4,6,5,5,3,123
user_25966,1,2,4,7,1,123
user_49777,1,7,10,1,4,123
user_65333,9,3,9,2,4,124
user_75237,7,1,5,4,2,124
user_96655,2,10,9,7,1,124
user_22501,1,1,1,5,6,124
user_31378,10,10,5,7,1,125
user_79959,2,3,2,9,1,125
user_18508,3,4,3,4,8,125
user_21164,5,2,4,2,5,125
user_94189,2,6,7,10,1,126
user_95229,6,7,4,6,4,126
user_16546,1,1,1,9,9,126
user_73706,9,10,6,3,3,126
user_73941,5,1,3,2,8,127
user_18693,3,9,1,1,4,127
user_87155,4,1,9,3,2,128
user_54496,9,1,3,7,10,128
user_67217,9,6,2,10,7,129
user_54890,3,6,8,8,5,129
user_10823,2,1,8,7,1,129
user_88636,7,5,4,8,2,129
user_62197,4,5,6,4,10,130
user_53074,8,5,8,9,6,130
user_73564,3,1,9,1,10,130
user_23168,9,8,8,7,4,130
user_96218,4,6,3,6,10,130
user_59419,8,6,2,5,1,130
user_38289,6,5,2,4,1,130
user_78163,10,10,6,5,8,130
user_86583,10,4,10,9,1,131
user_67563,4,4,10,10,6,131
user_28322,4,10,5,7,7,132
user_14710,8,8,10,7,9,132
user_24471,2,7,9,1,8,132
user_84689,2,1,10,7,6,132
user_79957,6,7,5,8,5,132
user_59523,2,9,2,9,5,132
user_60721,3,1,7,2,3,132
user_57440,6,1,5,1,8,132
user_88810,6,2,4,8,3,133
user_67785,9,10,4,7,3,133
user_25222,1,5,5,1,5,133
user_80565,2,9,4,3,4,133
user_40228,8,8,9,4,3,134
user_64705,1,3,1,9,3,134
user_39767,1,9,8,9,2,135
user_88000,1,2,10,9,8,135
user_91562,6,7,6,8,2,135
user_73048,6,9,6,1,3,135
user_34575,8,10,8,2,2,135
user_66791,7,5,1,7,7,135
user_71471,5,1,1,6,5,135
user_86210,3,1,8,3,3,135
user_35228,2,6,8,5,9,136
user_53529,4,9,4,2,6,136
user_62654,2,1,1,10,10,136
user_40661,5,3,7,3,5,136
user_32249,10,9,6,10,10,137
user_82433,8,4,8,3,6,137
user_98087,7,5,5,6,1,138
user_96003,7,4,4,2,9,138
user_27638,7,1,2,7,7,138
user_52969,4,4,9,7,2,138
user_10700,8,3,1,2,9,138
user_19693,6,6,5,5,8,138
user_99630,7,6,3,2,4,138
user_13238,6,7,2,6,1,138
user_57446,9,1,7,8,10,139
user_25113,9,2,7,5,9,139
user_25983,10,2,4,3,5,139
user_19780,1,9,7,9,3,139
user_36291,7,9,6,7,8,140
user_29560,8,9,9,6,10,140
user_70396,5,3,8,7,7,140
user_93448,7,9,3,8,6,140
user_61829,3,7,2,10,7,141
user_45967,8,3,3,9,5,141
user_10438,10,6,5,7,6,141
user_17933,2,9,1,10,4,141
user_50047,2,7,2,5,2,142
user_74897,1,1,9,7,6,142
user_77656,9,7,4,8,10,143
user_29095,9,10,9,6,5,143
user_70105,8,1,2,1,10,143
user_59655,7,4,1,6,2,143
user_85166,8,2,4,3,2,143
user_39852,9,3,10,3,4,143
user_59654,9,5,6,1,4,143
user_65815,9,6,3,3,4,143
user_20095,2,4,10,1,6,144
user_36541,1,10,2,10,8,144
user_42456,3,3,8,3,3,145
user_83533,2,10,7,1,7,145
user_84880,6,9,5,7,10,145
user_59609,5,3,5,7,7,145
user_43158,5,7,2,10,5,146
user_27118,4,10,9,1,6,146
user_15691,8,2,9,10,8,146
user_86221,8,4,5,1,4,146
user_10893,1,5,9,1,3,147
user_25986,3,3,9,6,6,147
user_54978,9,2,2,9,8,147
user_64104,2,9,2,10,2,147
user_32017,7,10,7,3,7,148
user_60488,9,9,5,4,8,148
user_58955,8,6,7,8,2,148
user_64734,7,2,5,5,8,148
user_76130,7,1,9,9,8,148
user_48757,8,8,1,8,3,148
user_81525,10,10,8,7,7,148
user_96790,3,6,1,2,4,148
user_35602,5,7,8,2,9,149
user_32507,5,4,6,5,8,149
user_15454,6,5,8,2,7,149
user_39104,2,5,9,9,2,149
user_32220,9,9,8,10,3,150
user_43769,2,8,3,9,7,150
user_58128,2,9,5,8,7,151
user_79520,6,6,10,3,6,151
user_81558,6,8,6,1,8,151
user_94938,6,4,5,1,9,151
user_67663,3,10,1,6,1,152
user_45859,3,5,1,9,9,152
user_60724,2,3,8,5,6,153
user_78394,6,6,5,4,1,153
user_93407,7,1,3,4,7,153
user_92035,4,1,6,1,5,153
user_98357,4,9,1,6,1,153
user_53326,6,5,6,4,8,153
user_29188,8,8,1,4,1,153
user_93612,5,1,6,6,9,153
user_83592,10,5,3,3,5,154
user_17206,3,5,5,10,9,154
user_48004,8,3,5,8,10,155
user_76117,3,7,4,9,8,155
user_17292,10,1,4,6,3,156
user_35684,2,10,7,3,2,156
user_44923,10,4,7,6,10,156
user_33044,1,6,9,7,9,156
user_34776,4,2,3,6,7,156
user_83102,4,10,6,4,2,156
user_81844,9,9,5,4,4,156
user_12708,3,10,5,6,5,156
user_14278,8,1,1,1,5,157
user_86054,1,2,1,5,1,157
user_34731,8,9,7,8,8,157
user_11623,8,5,1,1,4,157
user_79043,4,5,8,9,7,158
user_14752,8,8,10,10,4,158
user_85965,5,10,6,1,7,158
user_73595,8,9,3,3,5,158
user_77363,10,9,2,3,9,159
user_11196,10,1,4,1,6,159
user_57322,1,9,3,1,3,160
user_29528,9,6,2,3,4,160
user_84505,7,4,2,9,9,160
user_68531,5,2,8,2,9,160
user_61540,1,8,3,1,10,160
user_39300,8,9,10,1,8,160
user_88927,9,10,1,9,2,160
user_70759,4,4,9,1,5,160
user_67108,4,5,9,4,5,161
user_85379,5,1,6,9,7,161
user_92873,1,3,5,2,9,162
user_15847,2,6,4,6,9,162
user_16046,10,2,1,3,9,163
user_51268,1,3,5,8,5,163
user_71734,7,10,7,4,9,163
user_53941,10,1,3,6,5,163
user_66285,5,10,1,4,10,164
user_81296,5,6,6,8,2,164
user_86963,7,1,8,2,1,164
user_88420,3,3,1,1,6,164
user_10079,1,9,8,7,2,165
user_25308,7,1,8,7,2,165
user_50269,2,6,2,8,10,165
user_99793,9,10,3,6,7,165
user_87817,2,8,10,5,8,166
user_96933,9,7,10,5,6,166
user_37856,6,4,5,7,1,167
user_62395,2,4,8,8,3,167
user_33009,7,8,5,7,7,168
user_78779,2,2,2,3,4,168
user_73279,5,7,8,6,4,169
user_97990,5,1,10,3,1,169
user_17240,4,3,9,1,8,169
user_38559,5,5,2,4,7,169
user_30208,4,7,9,1,8,169
user_29295,8,10,8,9,4,169
user_85551,8,9,4,2,3,169
user_52375,6,5,5,1,6,169
user_22336,5,9,9,2,1,170
user_81402,1,4,5,3,6,170
user_84185,2,4,5,10,8,171
user_97580,7,6,10,7,2,171
user_30911,1,2,4,1,7,171
user_27769,7,6,1,8,10,171
user_50563,6,5,5,10,9,172
user_72527,2,4,10,9,6,172
user_78782,1,7,4,5,2,172
user_18354,9,1,3,2,4,172
user_87903,6,1,5,5,9,172
user_88454,9,7,2,9,5,172
user_33441,2,6,8,9,7,172
user_68355,9,1,2,4,5,172
user_66598,2,1,7,4,2,173
user_14665,10,1,2,6,5,173
user_19562,3,2,10,8,10,174
user_55862,1,9,6,7,7,174
user_58548,5,9,7,6,4,175
user_68317,7,3,9,1,10,175
user_75703,7,2,3,9,1,176
user_24444,7,8,5,7,5,176
user_54145,5,2,8,6,10,176
user_75593,4,10,5,1,4,176
user_58958,10,10,7,7,6,176
user_87117,3,9,8,2,1,176
user_14250,3,3,10,9,9,176
user_16277,8,6,1,10,7,176
user_26593,2,7,2,9,8,177
user_89334,7,7,10,9,1,177
user_36907,4,4,5,4,8,177
user_34467,9,7,10,1,6,177
user_27054,6,6,3,5,7,177
user_29445,1,3,9,1,9,177
user_72254,5,7,1,8,6,177
user_90478,4,7,6,8,7,177
user_91226,7,1,3,6,9,178
user_11042,5,3,3,9,3,178
user_74778,7,5,5,4,8,178
user_34539,9,10,4,9,10,178
user_58856,2,7,6,10,2,179
user_32989,6,10,2,2,2,179
user_11836,4,4,10,3,3,179
user_39544,6,10,1,9,6,179
user_47616,6,5,5,10,7,179
user_45751,6,2,1,4,9,179
user_14326,1,4,2,6,8,179
user_94259,4,5,1,7,2,179
user_65328,4,4,1,10,1,180
user_99529,9,10,7,5,8,180
user_69239,2,4,8,6,6,180
user_19937,2,10,7,6,5,180
user_55446,6,3,9,3,3,181
user_79030,5,7,8,2,1,181
user_47557,7,4,6,3,3,181
user_80856,3,2,6,3,4,181
user_45292,5,10,6,3,4,182
user_68392,3,1,7,4,10,182
user_85170,9,9,2,8,10,182
user_31603,10,6,2,5,1,182
user_32393,10,2,9,6,4,182
user_87378,9,10,8,5,7,182
user_56675,4,3,3,8,8,182
user_39184,3,10,5,5,3,182
